評論者,評等,評語
ku-ding Huang,1,"(由 Google 提供翻譯) 廣告招牌菜要等久久，鐵板廚師刻意每次限量煎。幹貝,羊排和天使蝦，一次三選二。肋眼牛排，肉筋不少，肉質比其他家自助餐差。真不值花費1仟1百元去消費。 …更多(由 Google 提供翻譯) 廣告招牌菜要等久久，鐵板廚師刻意每次限量煎。幹貝,羊排和天使蝦，一次三選二。肋眼牛排，肉筋不少，肉質比其他家自助餐差。真不值花費1仟1百元去消費。(原始評論)廣告招牌菜要等久久，鐵板廚師刻意每次限量煎。干貝,羊排和天使蝦，一次三選二。肋眼牛排，肉筋不少，肉質比其他家自助餐差。真不值花費1仟1百元去消费。"
蕭賢元,4,不錯
Zion Yang,5,(由 Google 提供翻譯) 很好吃！ ！(原始評論)很好吃！！
Food and relaxation,3,假日晚餐單價有點高菜色多但精緻度不夠高若能有更好吃的菜色會覺得更值得
Louie Cheng,3,(由 Google 提供翻譯) 人群(原始評論)Crowd
ong R,5,好吃東西許多選擇服務人員熱情
白眼科基,2,太多更棒的出來後，真的胃口養大，再不轉型，因該不會再去了，因為又貴又老梗了
David Su,5,櫃檯服務態度好有耐心
Vivi Wang,5,食材手公都不錯
廖清坡,4,跟開幕時候的口味進步很多值得一去!
Danny Huang,4,餐點種類多樣化，用餐時間很長，可慢慢享用餐點。
谹穎,5,提早來饗食過聖誕吃大餐，以為平日下午會比較沒人，只提早了五分鐘到，想不到排隊的人真是多，第一次到板橋店，之前只去過京站店，來之前聽聞菜色變好吃了，果然就像傳聞沒錯，天使蝦太熱門了∼只吃到一隻半啊！梅花豬排現切一定要品嚐，烤的很棒，謝謝饗食用心！
威廉王子,5,好吃！為什麼不能預定？
張庭瑋,4,骰子牛、咖哩雞、燉飯不錯，哈根達斯口味多。烤牛肉冷掉了、烤鴨只能配餅還切很薄，甜點種類不多。
葉小雅,5,大吃螃蟹，開♥
陳彥廷,3,比起一年多前，品質變差了!
林秋蘭,5,看到就飽了，料真多
王靖雅,4,(由 Google 提供翻譯) 食材不算少，可是沒啥變化，每個月幾乎都會去，吃來吃去都是差不多的東西。以這個價位來說，CP值不高。服務生很親切，食材補充也算快，最近主打天使紅蝦，奶油螃蟹，胡椒蝦，幹貝都很讚~ …更多(由 Google 提供翻譯) 食材不算少，可是沒啥變化，每個月幾乎都會去，吃來吃去都是差不多的東西。以這個價位來說，CP值不高。服務生很親切，食材補充也算快，最近主打天使紅蝦，奶油螃蟹，胡椒蝦，幹貝都很讚~(原始評論)食材不算少，可是沒啥變化，每個月幾乎都會去，吃來吃去都是差不多的東西。以這個價位來說，CP值不高。服務生很親切，食材補充也算快，最近主打天使紅蝦，奶油螃蟹，胡椒蝦，干貝都很讚~
蔡婷媗,3,人只是暫時離開座位就全部收光光有點令人傻眼菜色的部分有待加強
陳nick-chen,3,(由 Google 提供翻譯) C/P值不高(原始評論)C/P值不高
guanhan li,5,食材算新鮮 大部分都好吃 服務員態度佳 但某個煎台速度有點跟不上 似乎有刻意拖延的跡象
michelle H,4,(由 Google 提供翻譯) 下午茶CP值高(原始評論)下午茶CP值高
陳冠穎,3,餐飲不錯，座位很多
益智進食中,5,(由 Google 提供翻譯) 很多吃的(原始評論)很多吃的
凪熊猫,4,最近新出的菜還不錯 不過秋季主打的奶油螃蟹有點過鹹 其他都還不錯 假日午餐這個價位給這些東西算ok
張淑娟,4,位子寬敞，場地大，人多時不會人擠人，東西品項多，海鮮類新鮮，很適合家人聚餐，
黃占先,5,比大多數吃到飽好吃
涬棋,1,假日的晚餐1千多元、螃蟹不夠新鮮、現切牛肉讓人失望、天使蝦要排隊限2隻、餐點沒什麼特色、桌距太近！整個感覺很失望！
A A,5,不錯吃喔，多種美食挑選
陳怡君,5,生日聚會
劉佳玲,4,東西好多好好吃！！可是不平價…只能偶爾吃
Roy Lin,5,菜色樣式豐富，環境舒服，有如饗食天堂
曹珊苹,5,午餐個人覺得比較好吃，還不錯的環境。
林祐堂,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
侯翔智,3,生鮮類多了些 熟食少
謝John,3,典型饗食天堂品質，不過食物變得比以前好吃一些，而且補餐速度和收盤都有明顯變快，整體環境整潔度也變乾淨。可惜外場員工和廚師的服務態度不太令人滿意，而且考慮漲價後的價位，未來也不會是我再次光臨的自助餐餐廳。
Edith Chen,4,吃到飽！
Allen Chien,5,食材新鮮，好吃
Miki Lin,4,還不錯吃 希望能少一點冷食類，多一些現點現做的食物 總評還不錯吃
藏藏,4,餐點升級後好吃，價格與食物水準有相符合。
晉晉,5,想不到有大沙公 過癮
都市羊,5,(由 Google 提供翻譯) 菜色很多(原始評論)菜色很多
哲偉張,5,是我吃過最好的饗食天堂了，天使紅蝦非常美味
david liu,2,食材滿粗的，很一般
陳圳成,3,價格 品項合宜 適合常來的地方
owl X,3,我覺得食材應該多變化，服務生收盤子可以快一點嗎?
CM J,4,再一次來到這裡，就是要大戰個幾回合，跟兒子倆人，終究還是輸了，代表著食物的多樣化，只能說下回再接再厲啦！
楊爵銘,4,菜色豐富，環境清潔，服務很好。
rigina hi,4,"空間寬敞,不過桌距還是太小出入不太方便,天使紅蝦/火烤甜白蝦/美式鮮蝦濃湯都新鮮美味,只是天使紅蝦要排隊一次限二隻,一下就拿完,平日就要一直排隊了...甜點普通,冷飲綠茶有泡泡滑順好喝"
陳俊男,5,板橋地區最好的自助餐廳
柏諺,3,食材豐富，空間寬敞。但沒什麼味覺印象
盧妙鳳,5,菜色豐富任君挑選
maggie liu,3,螃蟹祭的螃蟹個頭略小，煎煮炒炸菜色很多，甜點品項也很多，烤鮮蝦Q彈好吃！
Joanna CHU,4,還好
Victor Huang,2,座位間距太近，鄰座交談聲都很清晰，無個人隱私可言。
湘湘 ANITA,5,好吃 ～而且東西新鮮這樣的價位合理
an L,5,服務態度優食材多元化每樣都很好吃
雞蛋糕,4,進步很多~ 好吃
熊阿熊,5,CP值極高烤天使蝦 烤白蝦 生牛肉 都是亮點氮氣飲料非常特別平日晚餐不到1000
Fang Ching Wu,4,還不錯
先生陳,5,檸檬原汁 全省第一間有QR Code的檸檬原汁 我是業務陳俊明 可以跟採購部聯絡嗎
蕭世鏞1,4,廠板橋店的食材沒有大直店的多
妙妙貓,5,(由 Google 提供翻譯) 美食琳瑯滿目，任君挑選～ …更多(由 Google 提供翻譯) 美食琳瑯滿目，任君挑選～(原始評論)美食琳琅滿目，任君挑選～
Chi Li,4,食材是不錯，但有幾樣冷掉了
Shiu Liou,5,不錯，買卷會比較划算
蔡半仙,5,環境及動線不錯，食物味美新鮮
Han-Bin Tsao,3,東西還可以 海鮮還可以 沒有其他店有紅酒
Pilvesta W.,3,(由 Google 提供翻譯) 實際吃過後發現除了在百貨內，設計挑高空間寬闊外根本不是印像中高貴有品質的餐廳 …更多(由 Google 提供翻譯) 實際吃過後發現除了在百貨內，設計挑高空間寬闊外根本不是印像中高貴有品質的餐廳食材什麼的沒有說特別新鮮，肉類切片沒有該有的水準可以接受的只有壽司、炸物（炸蝦）、湯品、焦糖葡萄柚骰子牛、甜點跟酒類骰子牛真的比肋排切片好吃很多！然後甜點比主食印象更加分(原始評論)實際吃過後發現除了在百貨內，設計挑高空間寬闊外根本不是印象中高貴有品質的餐廳食材什麼的沒有說特別新鮮，肉類切片沒有該有的水準可以接受的只有壽司、炸物（炸蝦）、湯品、焦糖葡萄柚骰子牛、甜點跟酒類骰子牛真的比肋排切片好吃很多！然後甜點比主食印象更加分
王新富,1,越來越爛了，食材很多都不是處理很好。牛排不是很熟又切薄看起來就像一堆XX，啤酒是台灣啤酒帶苦味，花高價位確連高級一點的酒都沒有，螃蟹沒蟹黃也沒肉，如果只是要吃到飽而不注重享受那何必來花三千五呢？乾脆去小店面或快炒就好啦，。
楊知達,4,不會人擠人
范楊宗,3,服務不錯，飲料好喝，肉類生食涼拌區有雷
tseng chilly,3,早上10點多接電話預約訂位的小姐很沒禮貌。
Ben Chiang,4,大約半年沒來，新增了許多新菜色如羊排，天使紅蝦等，還有威士忌調酒喝到飽
yueh hsu,4,創意海產料理，有點貴，
王珮淇,1,吃假日晚餐 目前饗食天堂只有蛋糕跟冰淇淋能吃而已 只吃半小時就走人了.....
楊山明,3,(由 Google 提供翻譯) 菜色豐富，多様特色！(原始評論)菜色丰富，多様特色！
Eva Zhang,5,服務好，食材齊全，物超所值
Gary Wang,1,用餐環境雜亂、用餐人數過多，造成擁擠又難過。餐點並沒有好吃，應該說吃完後，已經沒有什麼印象。留下的只有不舒服。
Tenchi Myougo,2,吃完當天晚上跟隔天拉了好幾次肚子，肚子不斷絞痛，自己本身是平常吃到不新鮮也不容易腹瀉的類型，所以平常就腸胃不佳的人需謹慎。 ⋯⋯更多吃完當天晚上跟隔天拉了好幾次肚子，肚子不斷絞痛，自己本身是平常吃到不新鮮也不容易腹瀉的類型，所以平常就腸胃不佳的人需謹慎。話雖如此，但吃的當下體驗其實還不錯，因為內外場服務人員都很認真熱情。很奇怪的插曲是寫完餐後問卷調查表（有留手機電話等個人資料），晚上回家後21點多接到餐廳打來的電話，當時正在電話中（本來不想接插播按掉幾次但又不斷打進來，有點困擾只好先接），跟對方表明後餐廳的人說那半小時後會再來電（也沒說為什麼打來），然後，就沒有然後了，本來想去洗澡但又怕餐廳打來等電話等到晚上23點但餐廳的人可能忘記這件事了，就沒再打來了。既然約定好了就不應該放鴿子吧…好歹也該讓我知道到底當初打來幹嘛啊？可能不應該留自己電話的。因此，吃當下有四顆星，吃完後拉肚子加上莫名其妙電話事件扣兩顆星。近期吃過台北各店比較下，客人沒有京站跟信義多所以除現做區外拿菜迅速不用排，菜色跟饗食天堂台北其他分店差不多，但炸蝦等炸烤類功力比不上其他店（而且補得不快），鐵板現煎區還不錯，今天吃到的烤鴨最好吃。新甜點法國栗子慕斯好吃（但這是各分店都一樣的東西）。服務人員非常親切有禮貌，內場也是，是我碰過分店中廚師最會主動招呼的。下次大概還是會選擇信義店或大直店，京站店永遠客滿，取餐排到地老天荒太辛苦了。
小蓁微笑天使,5,(由 Google 提供翻譯) 聚餐(原始評論)聚餐
Roy Chen,4,不錯，平日可以悠閒吃
Lin Alex,4,食物種類豐富，好吃，食物被拿光很快就會補充新的，常常客滿建議先訂位。
Anita Chen,4,(由 Google 提供翻譯) 素食者能吃的太少(原始評論)素食者能吃的太少
潘自杰,5,環境舒適，空間寬敞 服務態度很棒 餐點很多選擇！！
Jessie Lin,4,家庭日選擇了很久沒來吃的饗食天堂～不得不說比起5年前吃的饗食，現階段真的表現不錯！！CP值算頗高！！👍現點現煎的天使紅蝦跟羊肩排 旁邊的鐵板骰子牛也大推 ⋯⋯更多家庭日選擇了很久沒來吃的饗食天堂～不得不說比起5年前吃的饗食，現階段真的表現不錯！！CP值算頗高！！👍現點現煎的天使紅蝦跟羊肩排 旁邊的鐵板骰子牛也大推👍焗烤生蠔👍櫻桃鴨捲餅令我比較意外的是飲料區，居然有冷萃機！！糖漿也很貼心準備了各種不同口味～但是甜點表現就比較soso😭😭不過整體用餐下來還算滿意。
陳元順,4,第二次來板橋店，感覺比第一次及京站店菜色更棒了
Robin Pan,1,服務態度有夠爛ㄉ
QiShu,4,海鮮不夠豐富
陳耀華,4,服務人員相當盡責 該換盤子就換盤子 一點都不囉嗦 另外 食物相當齊全 也算好吃 還蠻物超所值的
Kiki Lu,5,菜色很多.服務員親切.東西好吃.可惜我吃不多😭
林盈孜,4,"多了些新菜色,飲料吧的部分也有所改變,人員服務親切;味道上沒太大的變化"
楊啟男,5,cp值還不錯
彩虹窗,3,螃蟹新鮮度有待加強覺得既然都調整價格菜色是否也增加??不然感覺不是很值得去
李英招,5,選擇多多 吃到飽好去處
Claire Tsai,5,好吃服務好
劉宇翔,5,服務不錯!食材新鮮
Aaron Wang,4,ok的食材，不算高檔，但料理80分
yaya lee,1,食材不新鮮，切牛排的小妹一臉臭臉，味道跟外面路邊灘差不多，七月漲價說食材升級也沒看到升級在哪，一千多的價格不如去吃飯店
張宗智,4,不錯吃，服務不錯
蔡琦玲,5,還不錯服務也好
Wilson Huang,5,食材豐富美味
張淑真,5,下午茶CP值高，骰子牛肉，魚湯，明蝦....食材新鮮豐富，啤酒喝到飽
PingSen Liu,4,還不錯吃
吳怡貞,4,種類多，桌邊服務及補貨速度快，不過帶位流程有點不順，造成不必要的等待
Craig Ravenscroft,4,(由 Google 提供翻譯) 很棒的自助餐和熱鬧的氛圍。(原始評論) …更多(由 Google 提供翻譯) 很棒的自助餐和熱鬧的氛圍。(原始評論)Great buffet food and lively atmosphere.
kevin pau,4,(由 Google 提供翻譯) 價格合理、食物繁多、但一般(原始評論)价格合理、食物繁多、但一般
吳巨義,4,中價位的自助餐廳，新鮮好吃。
Yaling Haung,4,服務好
Finsley Lai,5,烤蝦很好吃！飲料好喝，以後一定會再來吃一次
螃蟹,4,食物還算多樣，特別是海鮮類，缺點是有點擠，座位很小，但是隔音不錯，不會太吵
Ken Wang,5,這次來吃很驚艷，和幾年前的感受完全不同。食材很美味，內場服務非常好。幾乎每道料理都好吃，讓人每樣都想嘗試。難怪每間分店評價都非常好。
kang yi kao,4,東西比別的店面少
Bear Little,5,餐點部分都不錯，牛肉派超好吃~~推土蒸瓶一掉要拿
Rainie Lu,4,吃得好飽品質不錯
webber Lu,4,環境不錯，東西有好有壞，還是可以推薦的地方
盧安仔,5,很久沒吃饗食了，體檢完來大快朵頤一番不知道是餓太久還是真的成長了饗食天堂有比以前好吃耶，但不太推三味炸蝦 ⋯⋯更多很久沒吃饗食了，體檢完來大快朵頤一番不知道是餓太久還是真的成長了饗食天堂有比以前好吃耶，但不太推三味炸蝦實在不是我的菜最讓我驚艷的居然是焦糖葡萄柚實在是太好吃了😋
李玉芬,5,食材豐富，多元化，服務親切，很值得再度前往的聚餐地點
sandy lien,4,好多年沒去吃 還是不錯吃 希望可以再更新菜色 生魚片很好吃！
Sicogent,5,食物美味選擇多，補菜速度也很快。
hsu rick,3,不錯
Akira KAO,3,吃到飽而已
Zozo Chueh,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
Tammy *,4,菜色少沒什麼變化，冷盤那區看師傅補充涼拌牛肚沒帶手套補充還徒手整理翻炒牛肚，另外也有食材徒手整理，噁心，可以帶個手套嗎，鐵板區煎大蝦子跟牛肉應該知道人多早點多準備，光排隊就不知耗了多少時間，到最後蝦子也不煎了改煎鴨胸，是食材控制嗎，生魚片鮭魚一片上面有髒東西，跟師傅說才知道，那不是生食嗎，應該多注意些，烤葡萄柚現點現烤，也要排隊，應該像某巴費可以先烤一些放前方，不過某幾道菜色還是好吃，杏仁炸蝦我喜歡
陳威成,4,菜色豐富口味也不錯，但是就是價格高了點
波雅峻皓,4,餐點不錯如果也有素食餐點。。。如果素食餐點能在更多樣一點就更棒了
沈涵湘,5,新北CP最高的吃到飽飯店^^
鄭舒彥,2,一千元的餐，卻像500元吃到飽的，以前明耀百貨店的水準，一滴不留，
毛毛,5,服務好
ChengLu Lin,4,食材多，品質佳，用餐人數多而熱鬧
凱,5,還不錯
李家榮,5,最近增加了幾樣新菜色
陳世杰,3,菜色越來越差了
蘇絢絢,4,東西還不錯，環境也優美
豪哥,5,感覺這邊蝦子的屎腸很明顯，又多沙，其餘的都有維持水準，不建議吃現切的牛排跟排骨，你會很快就飽了
Yushan Liu,3,雖然已事先購買較便宜的下午茶餐券，但整體吃起來還是覺得CP值不高，包括空盤補得慢，食材普普通通，甜點吃起來也是廉價的口感，應該是不會回購了。
Jerry Juan,4,菜色有變化 還不錯
江志昇,3,東西不少，環境還好，非大胃王者，價格太高
李春松,5,適合吃到飽的饕客
陳國華,4,食材新鮮，值得推薦
ko koin,5,(由 Google 提供翻譯) 新菜上桌和牛握壽司烤大蝦 …更多(由 Google 提供翻譯) 新菜上桌和牛握壽司烤大蝦香煎幹貝都不錯喔(原始評論)新菜上桌和牛握壽司烤大蝦香煎干貝都不錯喔
PEIKUN HO,3,(由 Google 提供翻譯) 尚可(原始評論)尚可
胡宏新,1,服務慢半拍!海鮮食材不新鮮，種類也少!  高價位確是這樣的用餐素質! 完全不會想來第二次!CP值超低!!
高聖昌,1,價格高，品質差，花錢傷身體，這是我的親身經驗，不信去試試看。
鄭靜慧,5,食材豐富，生魚片及天使紅蝦新鮮美味，菜單更新後CP值很高！
陳怡燕,4,第一次來就覺得非常多樣化的食物可以做選擇⋯不愧是吃到飽名店，還不賴～是個可以再來的地方！
Lulu Liu,5,食物美味，新鮮，沙瓦好喝
miubo Lin,4,新菜色很不錯，雖然有小漲價
潔.,5,服務態度很好 餐點選擇多樣化
Pei Ling Chang,2,很多食物甚至是餐具都是空了服務生也不補，光是等上菜跟排超久的隊就花很長時間，根本沒多少時間可以好好用餐，開吃到飽又一直漲價就不要怕客人吃!!
盧阿龍,3,服務好，事先購買、使用電子票券用餐可免服務費（平日午餐才720），但外面廁所和客貨電梯緊鄰廚房處，沒有冷氣且有垃圾味道極臭
陳麗美,3,越來越不好吃了，炸物一看就很油膩
KaiKai A-,4,東西豐富好吃，價位有點貴
Evon Chen,4,還不錯
陳楷裔,4,還不錯停車方便
Amelie Chen,2,口味很普通，不如去信義區吃欣葉自助餐。整個感覺就是擁擠不舒服。
Frank Lin,4,(由 Google 提供翻譯) 這次的和牛壽司 煎幹貝 很好吃！(原始評論)這次的和牛壽司  煎干貝 很好吃！
王翊庭,3,食材cp值不高，規矩一堆（明明5:30-9:30只有我們一桌客人預約還不給提前進場）
Grant Chin,1,真的非常不尊重消費者！客滿的狀態被告知將被安排到‘’百貨跟餐廳的交界處‘’，用這樣的話術先美化。然後竟然被帶到百貨電梯口跟消防栓的位置吃飯？！根本就不是餐廳的空間，是百貨的公共空間，沒有空調竟然是用電風扇！ ⋯⋯更多真的非常不尊重消費者！客滿的狀態被告知將被安排到‘’百貨跟餐廳的交界處‘’，用這樣的話術先美化。然後竟然被帶到百貨電梯口跟消防栓的位置吃飯？！根本就不是餐廳的空間，是百貨的公共空間，沒有空調竟然是用電風扇！請問，晚餐坐在餐廳空間收$998元，坐在公共空間也是$998元，這樣正確嗎？我想表達這麼大的連鎖餐飲集團這樣的營運模式是正確的嗎？
楊文富,5,菜色改進很多。非常的豐富。比起剛開幕時候還棒。
曾倚霈,3,東西變少了
謝慶雅,1,服務態度有夠差
lulu chen,5,好吃，很豐富
JingYong Huang,4,板橋店的蝦子比較沒那麼新鮮，空間感覺也稍微小了一點，不過焗烤類及燉飯、甜點較台北其它分店合我味口，整體評價中上，還有改進的空間。
林怡,5,漲價後，餐點有更新，較之前細緻，仍是我們家最愛的餐廳。
niceto1981,5,2018.7漲價後推出新菜色，下午茶真的比較超值，肋排跟爐烤肋眼都有，除非吃平日晚餐可以吃三小時，假日還是下午茶最划算；新菜方面首推美式蝦湯還有氮氣冷萃果汁，豬肋排也不錯，也有龍膽石斑湯；甜點也進化了，像是栗子慕斯跟焦糖布蕾都很優，饗食跟欣葉應該人氣很難動搖（三味炸蝦普普）
茵茵吳,4,(由 Google 提供翻譯) 有先榨的柳丁汁，很好喝(原始評論)有先榨的柳丁汁，很好喝
Chun Ting Kaun,5,出讓下午茶550優惠券23張02 2312 3376
Lena,2,食材不錯，但會邊吃邊流汗，店員只會跟你說百貨裡面的溫度就是這樣，相反的立場對調，消費者也會跟你說這樣的用餐環境不及格！多人的地方，冷氣不夠低溫的環境，空氣是又悶又臭。花同樣的錢，會有其他更好選擇的，不用在這種悶熱的環境用餐讓自己難受！
陳淑燕,5,食物新鮮多樣精緻服務讚！
Ari L,5,種類超多元，cp值算高
周宇邦,5,菜色種類繁多，用餐不限時，以吃到飽來說實在讓人開心。現今歐式自助餐幾乎只剩大飯店有能力供應，想吃到飽花費動輒破千，饗食天堂的存在真是太棒了。
黑翼,4,平價吃到飽的好餐廳
Kairen Lin,5,服務很好，家裡有身心障礙的兒童，服務人員超好，幫我們安排適合的座位，感謝妳的熱心服務與幫忙
黃靜雯,2,糕點，冷飲還不錯；湯品好鹹，其他熱食還好，我覺得不值這個價錢
聖龍廖,5,餐點好吃
Cecilia,5,菜色沒有北車的多
Studio Corgi,3,建議下午茶去吃比較划算推蛤蜊湯、生魚片如果想吃牛肉那些可以去吃西餐廳比較推薦
張阿暖,4,餐點都很精緻，工作人員服務很好
林秀雲,4,年輕人很適合 菜色豐富
Lin Carry,5,食材新鮮下午茶CP值高
Ten Hsieh,4,菜色多樣，服務不錯。
姚仁傑,5,服務太度很好可是你們的鴨肉粥有一點鹼和烤香魚吃起要好吃為何是苦的魚下巴吃起來有點想吐因為油直太多
Tina Wang,4,6月去的，天氣熱，店內冷氣不夠涼，餐點豐富，服務生服務也很勤快，但外頭美食區座位還比較涼 = =  吃的很熱很不舒服....
Clare Chen,4,食材新鮮、菜色多樣美味可口、飲品好喝、甜點不甜不膩，服務佳、用餐環境空間舒適。
Queenie Chao,3,難吃
許杰森,3,口味菜色多，交通便利，適合聚餐地方
李宛欣,5,吃到飽餐廳
WU Ben,3,菜色多但餐點普通突然想到才會再去
Chih-Hsun Chang,5,真的不錯吃，饗食吃那麼多間，就覺得這間最好吃，對得起他的價位了（烤鴨一般般，骰子牛超棒，生魚片選擇也很多）
簡國智,3,菜色沒以前精緻豐富
周廉璋,2,東西種類變好少，價錢一直漲同類型餐廳可能欣葉比較好
徐逢春,4,感覺很不錯，菜單多樣化，海鮮ˋ及各式肉類料理，還有西點很精緻，值得一賞
Snowchang Snow65676914@gmail.com,2,選擇多，價格很高，食材不錯…但稍嫌缺乏獨特性且偏鹹。服務不錯，但整體而言不會想再去。螃蟹似乎冷凍過…
林正成,4,若用價位評普通而已
黃慶賢,4,精緻好吃，服務也很好
史錦堂,3,食材多樣CP值高
施小米,4,種類多。位置寬敞～東西越來越好吃😋喜歡吃buffet的爸爸非常喜歡😂😂😂
李昱錚,4,最愛生🐠片
陳碧芸,2,吃飯離自助霸很遠東西很少
Jocelyn Wang,5,空間舒適自在
蔡鋒TOM Lee,4,感覺 氣氛比京站響食天堂好
andy Chan,3,"菜色越來越普通價格越來越高,CP值超低,跟以前差很多"
Sunny Shih,4,饗食天堂有許多經典必吃的料理，口味都很佳，大推蛤蠣湯，肉很肥美鮮甜，現煮很美味，雖然整體菜色變化不大，但是必吃經典款都有吃到就值回票價了。
馮勝忠,5,(由 Google 提供翻譯) cp值很高的店，值得一吃(原始評論)cp值很高的店，值得一吃
蕭玉語,3,午餐用餐時間較趕，菜色真的普通，服務不錯。
Ruby Shih,4,菜色多樣，鮭魚生魚片油順滑口，其他菜色普普。除了工作人員很常收盤子打擾用餐，其他很OK。
林Tina,4,場地大，午茶時間好地點
bulabo1,4,東西種類多
Monica Jiang,4,選擇非常多，也都很好吃，餐桌整理相當頻繁。美中不足的是甜點用的小湯匙是塑膠的，希望饗食天堂能改採重複使用的小湯匙！
陳冠龍,5,CP值高，不過要漲價了
邱美玲,4,服務佳，餐點多，碗盤搜的勤快。我喜愛烤豬腳.日餐.湯品.甜點，糟糕要流口水了。可惜價格我覺得有點高。
神衍,4,菜色多樣，還ok
龜龜,3,普普通通，舊商場進駐新餐飲的感覺
凃俊傑,3,食材算中上，吃過多次，感覺變化不大，除了部分食物較有質感，其他就算普通，對肚量大的會感覺有值回票價。
洪伯元,5,服務好，菜色齊全且供應迅速不中斷
蔡鳴,4,不錯吃
Aven Liao,5,宴客，聚餐，吃喝到飽
結城稔,4,餐點多樣 服務佳
Melanie Jian,5,超喜歡來這裡
余瑞承,1,漲價後，菜色更差，沒龍蝦，帝王蟹，生蠔，石斑魚，只值500元菜色
丁叮噹,4,食材新鮮 菜色多樣好挑選 但晚上較晚吃 吧檯補菜速度明顯變慢
林宥桐,5,菜色多樣，服務太刀態度好，用餐空間又大
黃惠雯,3,還不錯
jones chen,4,餐點不錯，但是取餐動線稍爲混亂
K.K,5,東西很好吃 時間沒限制
周雅恩,5,服務親切
Frank J. Yeh,4,(由 Google 提供翻譯) 很棒的食物選擇和氛圍。推薦。(原始評論) …更多(由 Google 提供翻譯) 很棒的食物選擇和氛圍。推薦。(原始評論)great food selection and atmosphere. recommeded.
りき.弘幹,4,CP值感覺有降低一些，而且又漲價啦…
周筱玲,2,(由 Google 提供翻譯) 一般般(原始評論)一般般
Will Wang,3,(由 Google 提供翻譯) 晚餐時段的食物質量平庸。(原始評論) …更多(由 Google 提供翻譯) 晚餐時段的食物質量平庸。(原始評論)Mediocre food quality during dinner session.
PeiJen Li,4,菜色吃過幾次之後雖然開始覺得沒新意，不過服務人員還算勤快
媱媱,3,在板橋 有新鮮的現榨柳橙原汁很棒， 如果跟台北 京站 饗食天堂 比較 我覺得台北京站的菜色更多 而且 感覺質感 比較好
西卡潔,4,東西選擇真的很多，味道也都好吃，連下午茶都好豐富，生意好常訂不到位子，一定要提前預定
Kao cindy,5,隔了5年再來，菜色更好吃了（可惜空調很悶）
Jack C.C.,5,(由 Google 提供翻譯) 便宜(原始評論)便宜
李里仁,4,好吃好吃~ 在這邊用餐很愉快 炸物生魚片 甜點冰淇淋 真的都很好吃!!!
Lai Eden,4,動線良好 烤鴨捲餅很費工
Stephen Ho,5,提供多種不同風格的食物，感到物有所值。
王翊鴒,4,舒適的用餐環境
洪郁莉,4,107-5-13（日）遇到母親節所以滿座，這家分店的座位有些擁擠，菜色大致還可以，但螃蟹看起來不太新鮮。
謝小媛,4,環境不錯 服務人員也很客氣 螃蟹品質差一點 可以改進一下會更好
Huai-Yu Jhang,3,東西好吃、衛生整潔，價格偏高覺得有些料理還滿搪塞的。火腿配哈密瓜真的是難吃到噁心🤮
李卉文,5,(由 Google 提供翻譯) 去2次了(原始評論)去2次了
S aku,3,(由 Google 提供翻譯) 普通(原始評論)普通
Tin,1,用餐時間，老鼠在逛大街，整個用餐感覺糟透了沒食慾！下次不會在來了！
sheldon lin,4,餐敘用餐極佳場所
小魏,5,又要漲價越來越貴吃不起ㄌ破1000大關吃路邊平民小吃好了
毛貓施,3,公司聚餐還不錯，但是動線不是很好
王悅庭,4,生魚片還算新鮮，由其是花枝脆脆的，壽司用的蠻美觀的，但哇沙米放太多，小孩不適合，生菜多樣化，披薩現烤的好吃，有鹹有甜，一般很少有甜的，女生會很喜歡多一樣甜點，超贊
daniel Zhu,5,新鮮美味
Tim Chen,4,(由 Google 提供翻譯) 海鮮成分一般(原始評論)海鮮食材一般
吳國華,4,Cp值還蠻高的餐廳。只是冰淇淋太少口味了。也應該有莫凡彼。
楊昇儒,5,種類多樣，又不限時
翔走ShawnGoJustGo,3,價格：$$$$ 700upCp值: 中低評論： ⋯⋯更多價格：$$$$ 700upCp值: 中低評論：價格蠻貴的 建議搭配餐卷或壽星優惠 食物在這個價位來說算還可以 建議要定位 我平日晚上來吃還是很多人Youtube:ShawnGoJustGoIG:ShawnGoJustGoFB:翔走就走
Gary Lin,4,菜色豐富，但常上菜就搶光
黃建霖,5,服務很好，Cp值高
湖水月,5,氣氛不錯 位於百貨12樓 食材水準以上
賴俊榮,2,去用餐時被安排坐到最後面那排位置真的小到不行~><這個價位來說，東西也沒有特別好吃唯一可以接受就只有名牌的冰淇淋吧…
曾小豬,5,環境整潔，食物好吃，雖然種類略少但是價格實惠。
Zoe Fan,2,(由 Google 提供翻譯) 普普。(原始評論)普普。
Claire Ho,1,太糟糕了，環境吵鬧。在裝烏梅汁(超甜)時，旁邊員工在補充柳丁汁，倒的很大力，噴到我一路上，拿了白抹布給我擦拭而已。超扯
羽豐,5,"前年尾牙宴請同事及其家人蠻體面,最近同事家人又去家庭聚餐"
魏萬賀,5,很好吃又鮮
Byron Hu,4,以中高價味的吃到飽來說CP值算高的平常日晚餐去的 服務還不錯餐點特色性有 ⋯⋯更多以中高價味的吃到飽來說CP值算高的平常日晚餐去的 服務還不錯餐點特色性有本季的菜色中有幾樣剛好都對到我的味會再光顧
