評論者,評等,評語
尤韻雯,4,"吃到飽中價位中等,CP值算高~甜點很多,還有啤酒,現搾果汁~"
陳威志,5,讚哦！會吃很飽
Anne,5,小孩很愛
謝老頭,5,不錯，東西種類多，又好吃。。
eager hsu,5,最近有變比較好吃了
張震剛,4,兩次以上就會膩了 都沒有新菜色
JO爸,5,平日來吃真是太好了！菜色多樣非常豐富、又不用人擠人、服務很好、都會給小朋友畫筆跟畫紙、才不會吵鬧影響別人用餐！
muni Peng,4,離期待的有點落差 但 還是很棒 會再光臨😉
楊禮彰,3,種類䌓多，口味也不錯，是我家生日聚餐的固定場所之一，生日宴還可打95折
絲-玉琴,4,(由 Google 提供翻譯) 自助餐的好地方(原始評論)自助餐的好地方
洪明正,5,東西好吃，吃完可以直接逛街
劉璽銓,4,在吃到飽當中算是挺優的
Liu Angler,5,(由 Google 提供翻譯) 朋友、家庭聚餐好地(原始評論)朋友、家庭聚餐好地
5 806,4,空間比京站店寬敞，壽司還不錯，牛排偏韌
無限傳送,5,讚•
SuperXsz,5,饗食天堂吃到飽餐廳是CP值相當高的選項，餐點品項眾多，每次去之前都想這一次一定要嚐遍所有料理，但是都沒有辦法超越😅😅😅。當您選擇吃到飽餐廳時很難不選擇這一家，老少咸宜，服務佳，反正就是讚啦💪💪💪
李惠仁,3,食物種類很多，但並無特色。
莊斐然,5,生魚片新鮮，烤牛肉嫩多汁
Robin DAI,4,食材新鮮，款式多樣化，甜點樣式多，大小分量剛好，如果冷氣空調能夠適中會更好。
Hua-Tung Wu,4,寬敞
Asih Areg,5,(由 Google 提供翻譯) 喜歡(原始評論)Like
Anthony Wong,4,食物質素頗佳，食物選擇也很多，值得推薦到這裡用餐！
蛋白葛格,4,又要漲價了傷心
Weiger Weng,4,有特別的素食菜單
ChihCheng Jen,5,超讚不解釋
張容慈,3,只愛鮭魚跟甜點
機械設計工程系吳承燁,5,品質不錯！服務佳！可以選擇的餐點非常豐富多樣！
吳湘雯,4,用餐環境舒適，食材新鮮
Ben Yuan Tzou,4,吃到飽自助餐，多樣選擇，剎時間的好去處
劉夢帆,4,沒有雷食物
陳建中,5,慶生團聚好地方
肥肥,1,生魚片不新鮮 過敏紅腫 火腿佐哈密瓜 火腿臭酸部分食物太乾 尋桌服務人員都很親切
諸英,3,2018.07.01又要漲價了，應該不會再去了。
林佳靜,4,(由 Google 提供翻譯) 聚餐(原始評論)聚餐
ho chloe,5,值得一試
風玄月,5,生日禮送焦糖國寶茶 好喝
許暌薇,3,食材種類多！用餐中間加人一直未補餐墊及餐具
胖胖升,5,現在的自助餐來比較  我比較喜歡響食  價格比較划算  海鮮也很新鮮   有時候還會有烤鮮蚵  超好吃的只不過記得還是去訂個位比較好喔
王明榮,5,內湖店客服明顯有經驗，菜色回補快~
Jerry Lee,4,食物美味多樣，價格不算低
Joy Lu,5,滿足
Charles Wu,4,1、位於美麗華後方，有停車場2、吃晚餐不必趕，可到2130，店家超不錯3、饗食天堂，最喜歡這家，最不喜歡京站4、原則上食物都還好5、7/1要漲價，建議喜歡的人事先購買餐劵，時間可到108.4.30，人多的話可省不少
吳盈志,4,值回票價
Minoru Masaki,3,餐點多樣化，海鮮區與油炸區都不錯，小菜區偶爾會出不錯的餐點，熟食區部分菜式也不錯（因一定時間會更換菜式，所以會有佳作，不過個人喜好不同也有不同感受）。整體來說，每次剛進入用餐時，菜式及其週邊的品質跟賣相都很好，只是隨著用餐客人變多，以及用餐時間增加，出菜裝盤感覺較隨意。不過，還是值得再去用餐。
陳建宏,5,沒有用餐限制，東西多出餐快，唯一小缺點，回收餐盤速度太慢
李伯苑,4,餐點 服務品質皆佳
JingYong Huang,4,料理種類非常豐富，食材也都很新鮮，而且空間也不小，走道不會很擁擠，不過炸蝦出菜速度實在有夠漫，用餐的三小時間，無數次經過炸物區，炸蝦的盤子永遠都是空的…只有麵皮屑屑……
李志輝,4,好吃，物超所值，氣氛很好！
stanley hung,3,(由 Google 提供翻譯) 出菜慢(原始評論)出菜慢
高勇智,4,(由 Google 提供翻譯) 美食(原始評論)美食
靖,4,食材蠻新鮮的感覺不錯
Robin Chen,5,(由 Google 提供翻譯) 嚴格從一樓引導(原始評論) …更多(由 Google 提供翻譯) 嚴格從一樓引導(原始評論)hard the guide from 1st floors
Chien-Ming Lan,5,讚啦！
Ching Yao Chen,4,還行
JIMMY TENG,5,吃到撐不下。
林銀鳳林銀鳳,4,新鮮美味，種類眾多
小羅荒野北三苦花,4,好吃，食材豐富。
翁建智,4,環境明亮清爽廁所乾淨服務人員親切 ⋯⋯更多環境明亮清爽廁所乾淨服務人員親切整體要求不過如此菜色簡單明顯也不算少今日帶小朋友第一次來慶生感覺很不錯接受度可重點beer可以喝到飽聽說炸蝦必點😎~ok的光喝酒就一手先其他都還來不及嚐試😢
jane lin,2,愈來愈差，連叉子都不準備。
益正詹,5,假日要預約。臨時光臨幾乎都沒位子。我都利用平日的時間去吃下午茶。感覺不擁擠又豐盛。吃得飽飽又蠻快樂的。
朱先宇,3,還好
張志輝,4,要全面調漲了!
李poppy,1,食材全部不新鮮，湯有腥臭味，只有肉勉強能吃，海鮮類肉質都粉掉，不知道放多久了，令人很不開心的一頓，不值這價！
Stanley,4,食材新鮮  品項豐富  人潮洶湧
Kai-Chih Chang,4,(由 Google 提供翻譯) 尚可，希望菜色更多(原始評論)尚可，希望菜色更多
jung yuen Chen,4,用餐很好的地方，菜色豐盛，但記得別浪費，並斟酌費用。
Thomson Hsu,2,一般的食材，沒有另人驚喜或驚艷的餐點
Cheng Jen Hung,3,種類少，最好吃是水果
錢基正,3,服務中等，餐點多選，家人聚餐，不錯首選
MAX YEN,1,沒有叉子的餐廳，下午茶愈來愈差
黄勝宥,3,跟其他吃到飽差不多
李偉民,4,食材新鮮，料理美味，菜色會定時加以變化；用餐環境也蠻不錯的，是個適合聚餐的好地方！
joy liu,4,不錯吃，菜色多
HungChou Chen,5,"服務人員互動感覺不錯,比其他類似餐廳來得主動協助"
Winsane Kang,4,質佳饗宴，佳餚惑口，飲品多種，意欲再饗！
Dali Xue,4,(由 Google 提供翻譯) 環境舒服，東西品種多而且用心，味道不錯，食材新鮮。下午茶625(原始評論) …更多(由 Google 提供翻譯) 環境舒服，東西品種多而且用心，味道不錯，食材新鮮。下午茶625(原始評論)环境舒服，东西品种多而且用心，味道不错，食材新鲜。下午茶625
bobo yu,3,食材新鮮款式多，適合大胃王。
Paul Lin,5,保證可以吃很飽，牛肉、生魚片大大推薦
Jimmy Fang,4,已經覺得太貴了
闕小中,4,菜色豐富，空間大，服務親切。美中不足是又要漲價。
jakey huang,4,東西好吃，cp值高。
stong lai,4,整潔，多樣，服務佳，合理價位。
Emilia Huang,2,蝦子沒蝦味，蟹黃乾乾的，整體而言覺得不值得花八百多塊去吃啊！
champion Chou,4,以自助餐餐廳來說所提供的菜色多樣化且價格算合理的。
賴賴嘉宏,5,公司尾牙辦在這，東西好吃而且新鮮
許淯凱,4,吃到飽的好去處
CHI老爹,5,空間大挑高！菜色多新鮮！服務親切！
Jill Ma,5,空間寬敞，食物新鮮好吃。先預約比較不用等。
jack lai,5,各樣食物都相當的好
滅幻,4,不錯吃
黃永瑞,4,吃到飽喔…
簡民權,5,(由 Google 提供翻譯) 太棒了下次再去(原始評論)太棒了下次再去
curtis chou,4,(由 Google 提供翻譯) 讚喔！(原始評論)讚喔！
RAC大鵬航空,4,地方寬敞，食物也很多，不錯。
林碧霞,5,食材鮮 補菜速度迅速 服務生桌面清潔快  用餐環境寬敞（大直旗艦店）
鍾煌煌,5,食材新鮮服務好，燒賣蒸爛了，冷氣空調太冷不舒服。
Lin Yi,4,跟家樂福大直店在同一棟樓，開車來可停在樓下!!
陳柏松,4,食材多樣豐富餐廳乾淨整潔！
amy cheng,4,東西太多了，吃不完，服務好
Annie,4,與家人朋友聚餐的好場所
Harvey Lee,4,在幾間饗食天堂連鎖店中，是服務與餐點品質比較好的。可惜握壽司供餐速度慢，品項常會有缺漏。
Tzu Yao Chien,4,坐位與走道沒有太多空間，容易會有收拾餐盤時餐車擋道的問題
珮昕鄭,3,來這種自助式吃到飽也可以被服務人員惹火，一位短頭髮的女生感覺應該是主管階級，講話像機器人對我爸說‘’先生你要再坐進去一點，等一下後面還會坐客人，這樣會擋到走道，而且我們也會推推車進來收盤子，你這樣坐會影響到大家進出‘‘口氣非常不好！ ⋯⋯更多來這種自助式吃到飽也可以被服務人員惹火，一位短頭髮的女生感覺應該是主管階級，講話像機器人對我爸說‘’先生你要再坐進去一點，等一下後面還會坐客人，這樣會擋到走道，而且我們也會推推車進來收盤子，你這樣坐會影響到大家進出‘‘口氣非常不好！小姐～我爸的椅子椅腳都已經快靠到桌子的底座了，你到底要我爸再坐進去哪裡？除了這件事以為還有別的事情，直到感受到我情緒上來才改變自己的態度，如果今天只有家裡長輩來吃飯得到的是這種對待，那我真的覺得花這個錢很不值。收盤子時有的服務生會告知要收走，有幾個問都沒問就拿走了，我還沒吃完啊拜託....種類多樣，食材新鮮，水果很甜。
蕭聿君,5,食材新鮮，菜色多樣
洪瑞助,4,空間大
田小飛,4,吃的東西很多，很好吃
吃貨好愛吃,4,選擇多，用料還算實在，價位適中，以現在動輒上千元的吃到飽而言CP值還不錯。但假日訂位不容易，建議提前訂位!
吳嘉泰,4,菜色豊富，食材新鮮，環境乾淨
Alex Liao,4,用餐環境優雅，取餐動線適中，供應菜色算豐富，有中西式等供選擇，每次用餐時間約二小時，若當日同行有當月生日有折扣優惠，還提供小禮物，備感溫馨
琮銘謝,4,還可以
陳慧昕,5,下午茶時段 食物多樣豐富適合所有年齡層肉類和甜點都好吃不怕沒東西好吃 只怕胃太小裝不下
Joanne,1,服務員會利用對講機批評客人尤其是大直店一位姓王，戴眼鏡稍胖的服務生
小山丘,3,食材多樣性、CP值高
薛園馨,5,(由 Google 提供翻譯) 好吃 cp 高(原始評論)好吃 cp 高
Henry Han,5,氣氛佳，東西好吃
洪Joe賢,4,"還不錯吃, 也是走懷舊復古風"
kelly hu,4,餐點都還不錯，也很用心，服務也不錯，甜點巧克力方塊大推，不會太甜。
王怡文,5,食材都好吃更愛熱茶區
Leolee,4,相隔一個星期吃了《饗饗》，今晚再吃過《饗食天堂》，果然一分錢一分貨，畢竟價格相差一倍，不過《饗食天堂》適合平時聚餐，《饗饗》適合特別節日！
劉書銘,3,(由 Google 提供翻譯) 大眾化吃到飽餐廳，(原始評論)大衆化吃到飽餐廳，
Erica Shih,5,新鮮 好吃
唐安麒,5,各國風格食物可以吃到感覺很棒
蔡慧月,4,餐點的種類多樣性，滿足各種食物愛好。用餐空間寬敞舒適，服務親切，價格因不同的用餐時段區分，假日一定要提早訂位。
Carl Liu,4,菜色豐富，東西新鮮
Susan Chen,3,氣氛佳，自助吧不錯吃
陳月鶯,4,可能因為不是假日，覺得動線規劃很不錯，食物也可很可口!!喜歡甜點，很精緻!!服務的品值高，覺得有受到尊重!!
高仔仔,3,吃的種類蠻多，但做的不精緻，口味也一般，蔬菜類非常少
James Yang,3,從開始的內胡店常去吃到現在的大約兩年去一次 主要是中看不中吃 看著美觀 但食之無味今天吃完了大概三年不會去了
黃信泉,5,料好實在，吃飽了還想吃，可惜吃不了了！
keung文德照相館,4,食材服務好
Chloe W.,4,生魚片新鮮、炸物皮薄料甜，甜點普通。
王加一,5,"哦哦哦～吃超撐的！很多東西口味都不錯,空間寬敞舒適,坐在炸檯旁邊,一直看到炸蝦被秒殺,一個半小時後的現在,炸蝦人員終於可以休息了XD炸牛蒡好吃～再來往滿滿的哈根打死邁進！！gogo～"
Bai Shiuan,5,太好吃了吧 小軒好棒
洪麗娟,1,107年2月10日吃中午時段，夾了一隻螃蟹，先吃了蟹膏，再吃肉，發現肉是糊糊的，軟軟的，沒敢吃下去。結束時走到電梯口，身體開始發癢，走到捷運站更嚴重，趕快告知饗食天堂櫃台，他們告訴我們去三總掛急診。我要說的是:店長處理態度就是:我們食物量很大，來源絕對新鮮，絕對不是他們的問題(跟本就是你自己的問題)，很生氣的是:高高興興吃個飯，也要到醫院打兩針，昨天，今天背下酸痛不已，不聞不問是怎樣，連最基本的慰問都沒有~去醫院的車錢還要自己出，無言!
Roger Kuo,5,(由 Google 提供翻譯) 好吃，好撐!(原始評論)好吃，好撑!
趙偉誌,3,還好
Ray Liu,4,(由 Google 提供翻譯) 好吃的食物(原始評論)Nice food
Pei-Wen Lin,5,種類多樣，整體味道佳，服務態度佳，推薦蛤蜊清湯、法式栗子蛋糕，生魚片新鮮，環境衛生。
蔡一玉,5,食材好服務好，環境優。
Phlex Zan,5,詳細說明你在這個地點的詳細體驗
Wen,4,假日人潮多，補菜的速度有進步了，少了現切牛肉，感到些許失望
王培文,5,超多菜色的。吃起來還不錯公司尾牙辦在這裡
馬公,5,寬長明亮用餐舒服
黃俊彰,5,菜色多，補充的也快，東西好吃，座位也多，服務人員的親切也沒話可說，只是座位間距較窄而已
儀朱,5,吃晚餐～人潮、座位不會擁擠，食材新鮮！
YQ Zhang,3,動線設計不錯，生魚片區和燒烤區都好吃甜點還是不怎麼樣
張宗龍,3,都有維持住一貫品質，服務人員訓練也很到位，菜色對得起價位，每年都會來一次。
Rich Yes,4,很不錯，好停車
KEVIN KUO,3,食材補充的很慢，熱門的生魚片、烤田螺等等，常常都空空如也...
Chen Xavier,5,饗食天堂我去過三間店，一間內湖店的一間京站店，三間店比起來我認為大直這間店的感覺最讓人舒適，在跟附近的另一家海鮮百匯的（也是吃到飽）價位比起來就差很多了，饗食比較便宜，菜色或許沒有百匯的多，但菜色的美味程度相比饗食真的好很多，尤其最讓我感到滿意的就是甜點的部分，海鮮百匯真的讓我失望透頂，饗食的甜點種類多樣又好吃，真的吃的很開心，雖然吃到飽的自助餐很多人認為種類就是要多才行，但種類多難吃也沒什麼好推薦更何況又貴，饗食天堂的菜色價位我認為比較符合我個人的要求。這次是為了慶祝生日和結婚週年紀念日，我們選擇了這間餐廳真的很滿意，等待區有件裝置藝術非常特別，看起來像是一顆倒掉的樹掛在天花板，四面漆黑的天花板掛了那顆樹把燈打在樹上還蠻美的。
黃俊榮,4,菜色稍少，口味還可以。
林家輝,5,服務很好
曾鈴惠,4,東西很多，買餐卷來吃很划算
陳秀容,3,和以前的差很多現在地食材比較少
Shih Chiang Chen,4,服務良好，食物多樣，但價格略高
Chihling,3,(由 Google 提供翻譯) 高cp值(原始評論)高cp值
BJ Toon,5,(由 Google 提供翻譯) 每人新台幣500元以上，超過100種食物。免費啤酒。裡面很大。食物還可以(原始評論) …更多(由 Google 提供翻譯) 每人新台幣500元以上，超過100種食物。免費啤酒。裡面很大。食物還可以(原始評論)NT 500 Per pax more than 100 types of food. Free beer. Very big inside. Food ok only
ALBERT HUANG,4,(由 Google 提供翻譯) 吃得太美味@(原始評論)Eat too DELICIOUS @
蔡明志,5,超棒!!菜色多樣又美味
陳宗隆,4,(由 Google 提供翻譯) 一直吃，一直吃。(原始評論)一直吃，一直吃。
Wu Ness,1,爛透了
Sada Ks,4,好吃~好吃~好吃~為什麼說三遍？你懂的！
adner hope,5,生食跟熟食區種類相當多.食物補充速度也相當快.
Abel Lin,5,(由 Google 提供翻譯) 極力推薦！(原始評論)Highly recommend!
陽世圃,5,吃太飽
a m,5,提拉米蘇很特別，有根咖啡滴管，吃起來很濕潤，又不膩，好喜歡  。另外酥皮濃湯、蘿蔔糕也好吃。補餐、收盤都很快。
JoeBo Chen,3,服務親切，但快打烊食物聲太少
Julia Mimi,4,平日下午茶來依舊客滿，物超所值，種類繁多，吃不完一輪就撐了，服務人員餐盤收抬有效率。但咖啡超苦不愛，甜點也稍微普通
Toshi Sugizo,3,自助式吃到飽的形式，食物多元，結合中西日泰式，美味與否，因人而異
蕭國柱,4,好吃 肚子太小吃不夠本 哈哈 有點小貴
Jean Wang,4,種類豐富，補菜的速度很快，工作人員服務也很親切，但有些食材不是那麼新鮮
喳貝爾,5,用餐時間為星期五晚餐時段整體食物很好吃，海鮮新鮮，肉類都很好吃 ⋯⋯更多用餐時間為星期五晚餐時段整體食物很好吃，海鮮新鮮，肉類都很好吃甜點漂亮味道也不錯有機會還會想再次造訪
老王,5,空間極大  太豐富了 讚👍
商國書,4,平日晚上一票到底自在吃喝玩樂！
望月詠,1,大部分都貴，沒有特色
劉向,5,(由 Google 提供翻譯) 骰子牛肉好吃的(原始評論)骰子牛肉好吃的
Huiching Lin,4,菜色多元，食材新鮮
藍小賢,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
Oo Lee,3,下午茶的餐點有退步的感覺
Ray,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
鄒錦翔,4,饗食天堂的食物種類真的滿五花八門的，應該可以滿足許多人來吃到飽想要吃各種食物的那種渴望，不過他的菜在質量上算是普通，肉我覺得也普普，握壽司也是，有一點量多不精，不過他主要是吃氣氛、種類的餐廳，所以我覺得午茶比較划算。
Ken Hung,5,可能是因為平日人不多，用餐的感覺很舒服。
S H,4,用餐環境寬廣舒適
ed0507 Chang,4,還不錯，但是東西比板橋店少幾樣
周銘強,5,食物種類繁多，品質算優，湯品亦佳，整體而言CP值高。
Lencer Wang,5,下午茶的生魚片沒有鮪魚，其他餐不知道。蠻多食物都很好吃。人員也都很客氣，時間快結束了還願意幫客人炸一份。
王藝憓,4,服務很棒❤️ 餐點選擇也挺豐富
李京耘,4,菜單蠻多選擇的，炸物、生魚片、熱炒都蠻好吃的
Peng Poney,4,菜色選擇多
Mandy Huang,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
陳芃瑞,4,選擇多！適合家庭聚餐！
蕭旭崗,1,有一位姓胡的領班態度不知道是在差什麼意思的，是有欠你錢嗎
黃拉布,1,非常之爛 現場主管在客人面前摔椅子 錄影存證 避重就輕 三日後爆料公社上傳經過
Jumbo Chiang,3,菜色很多樣，口味還可以，服務很親切，C/P值頗高；只不過飲料杯的清潔還需加強。
余麗靜,5,(由 Google 提供翻譯) CP值超高(原始評論)CP值超高
Angela,4,和京站店比較起來  大直店坐位寬敞  不顯擁擠  空間也挑高  整體用餐環境格外加分不少  只是交通有些偏遠  兩間店都有去過  論食材  飲料  餐點  服務……等  都相去不遠  菜色類型多樣化  個人覺得它的平日午餐就很棒了  兩個鍾頭半可以吃很飽  晚上四個鍾頭更是飽囉！  挺不錯的  推薦給大家～ 👍。
玥玥,3,雖然價格比欣葉便宜，樣式也比較富豐，但食材品質是有明顯落差，
李世明,4,只要壽星BD當天再加前後的3天，這7天來此用餐都有特製點心和小禮物...實在是揪甘心的扒飛餐餐廳...😍😍😍
金海熊,4,明亮寬敞
ko koin,5,餐點補的快…服務人員親切…好停車…（有特約停車場）
陳建萍,4,適合家庭聚餐，朋友聚會的場所哦！
小天使,4,會讓人想再去的地方~餐點/環境/服務人員都有給星星的地方/創意的握壽司/現煮的熱湯都很優
Calvin Chen,4,"樣式多, 餐點可口."
黃翔齡,5,服務不錯👍料理多，食材不錯，湯品選擇比較少
chen M,4,食物新鮮、服務態度好、餐廳寬敞、氣氛不錯！
Sasey Yuan,4,食材新鮮多樣，氣氛輕鬆
咪aannyism,5,(由 Google 提供翻譯) 超好吃ㄉ~（∩▽∩）(原始評論)超好吃ㄉ~（∩▽∩）
lee-wen hou,5,食品美味，服務一流.
Dolly Chen,4,食材新鮮，烹調用心，餐點大部分都十分美味且講究，已不再是早年給人吃粗飽印象的饗食天堂，服務態度很好，用餐環境也極佳，非常美味的好餐廳。
lulu chen,4,不錯吃
大中,4,比京站店好吃 東西多 空間寬敞
楊煥城,4,有各式各樣的食材，也都很新鮮，
eshow小路,3,菜色蠻多的，不過逛一圈也沒什麼特別想吃的，鹹食類表現中等。蛋糕甜點超級地雷，每個都很難吃。不過整體用餐環境還ＯＫ。
范文芳,5,東西選擇多，還不錯吃的餐廳！附近可以玩的地方多，遊玩聚餐的好地方！
Chung yi Shih,4,菜色方面種類很多，缺少讓人會為了它再去一次的菜品，但以價格來說，算是cp值不錯的buffet。目前比較希望他們改進的大概就是位子太多，走道真的很擠。
Min Li,5,饗食天堂-大直店 (地址:台北市中山區樂群三路218號4樓(美麗華百樂園正後方商場4F 電話:02-8501-5979 )吃了許多台北BUFFET餐廳，大力推這家CP值高的［饗食天堂］- -大直店，環境寬敞明亮乾淨服務也好，最重要是食物美又好吃， ⋯⋯更多饗食天堂-大直店 (地址:台北市中山區樂群三路218號4樓(美麗華百樂園正後方商場4F 電話:02-8501-5979 )吃了許多台北BUFFET餐廳，大力推這家CP值高的［饗食天堂］- -大直店，環境寬敞明亮乾淨服務也好，最重要是食物美又好吃，不論是主食（記的要先拿有藍色小牌子上寫＂美食嚐寶圖＂的菜要先拿，好像是限量）；還是甜點或是飲料都是真材實料的好吃。推它的德國豬腳、胡椒烤田螺、秋蟹、櫻桃鴨肉鹹派、軟殼蟹壽司、生魚片甜點：生巧克力、檸檬塔好吃，因為吃太撐了只能用眼睛看其他的甜點這裡的飲料都好喝，西瓜汁是原汁，愛喝啤酒的這裡也都可喝到茫 .kiki 表情符號^_^.咖啡還可以自己調花式哦，旁邊有臻果、香草、焦糖等讓你調配
連翊展,4,菜色選擇相當多 料理也都相當美味唯獨現切牛肉品質有點不穩定店內空間整體來說算大 但有些地方走道偏窄午晚餐和下午茶菜色差異不大 建議還是下午茶時段來CP值比較高
藍維振,5,氣氛好 食物美味
Yu Lily,3,"很久沒去了,再吃的感覺還是跟以前一樣,兩百道菜能夠吸引人想吃的還是數量有限.沒有記憶深刻的食物."
胡聰賢,3,食物就像食品展試吃一樣小，可能大一點，吃起來不過癮
吳姍珊,3,拿菜的動線規劃很差，需改進。菜色口感不錯。
盧敬帆,5,服務不錯，菜色豐富，方便停車
Angela LEE,5,服務不錯
Niyazi Makuloglu,4,少數覺得好吃的自助餐餐廳。 西式的頓飯， pizza，骰子牛肉都好吃。 日式的炸物跟壽司也好吃。中式炒飯， 烤鴨，海鮮都還不錯。 甜點豐富。 橘子磅蛋糕推薦。
stanly chu,4,最近去吃到飽最有吃到寶感覺的餐廳
YAN,4,菜色有更新   好吃珂仔豆腐湯鮮甜
C hailey,3,晚餐的食物種類相較於下午茶多了很多牛肉的選項海鮮還算新鮮 ⋯⋯更多晚餐的食物種類相較於下午茶多了很多牛肉的選項海鮮還算新鮮只是以這個價位來說顯得很中規中矩沒有讓人驚艷到想再來第二次
Danny Tse,5,食物種類多，有較少見的甜品會出現在自助餐，好似炒雪糕，酥皮湯等等。。。品質及環境都相當舒適，服務員又很有禮貌
Emma Kao,2,1、位置沒有set好的，有的桌空位很大有的超擠。2、補菜補很慢，有些空了的菜我從入座到離開都沒看他補過。
sunny chang,5,服務好，食材新鮮
X Man,1,原本內湖 Inbase 收掉了搬來這邊.....停車場不是家樂福那棟樓下！是要停到隔壁平面一樓露天配合的停車場。一樓的電梯是由外面右邊的大門進入，不是從左側家樂福的電梯上去！ ⋯⋯更多原本內湖 Inbase 收掉了搬來這邊.....停車場不是家樂福那棟樓下！是要停到隔壁平面一樓露天配合的停車場。一樓的電梯是由外面右邊的大門進入，不是從左側家樂福的電梯上去！假日下午茶兩點半開始因人潮眾多，請務必提早預約或是早到後補。甜點種類很多，有兩個大冰櫃由負責的服務生幫忙領取。飲料的種類也很多，玻璃杯請拿的時候要小心不要掉到地上割傷其他人！去過一次不想去了！！！
Julie Shen,4,算是可以了，只是明明沒滿不能讓我們坐舒服點嗎
黃建富,5,餐點上很快，好吃
宣蘋王,5,(由 Google 提供翻譯) 東西好吃，服務人員親切，地點很好找。(原始評論)東西好吃，服務人員親切，地点很好找。
chung kevin,4,東西好吃，炸蝦天婦羅的先生速度超快，櫻桃鴨的服務人員親切，鳳梨甜，下次還會考慮過來
Gogoro,5,非常好吃，甜點也很厲害。
起源之王,1,出我喜歡吃的才給讚
Benjamin Tu,3,吃到飽，撐。
Chenglee Wen,3,喜歡吃他的(煎炸)魚下巴，烤蚵仔，和生魚片。 鍋炒的菜還不少，不過很快就乾掉，賣相不好。
佩,5,選擇多好吃，服務又好，必吃芒果海鮮沙拉、酥皮濃湯、奶酪
Hill S.,5,不限時間，食材新鮮
黃遠斌,3,環境好，取食動線流暢
YL C,4,(由 Google 提供翻譯) 有古早味(原始評論)有古早味
LK Hsu,4,樣式多 質佳
I-Hung Pan,4,以不到千元的花費，卻同樣能享受到多國料理，和豐富的菜色，在吃到飽的自助餐業界中，CP值算是非常划算的餐廳了。尤其是交通便捷，搭乘捷運、公車都可達，開車前來，也有合作停車場可以免費停車，非常方便。
陳朝成,3,過時
SEAN LEUNG,3,以自助餐起家的餐館，價錢為港元$250，食物選擇一般，海鮮不多，刺身可以接收，熱盤都是例行東西，沒有什麼驚喜，食慣自助餐的香港人可以無視這餐廳，不是說不好，只是如果只有三、四天在台遊的你，可以有更好的選擇吧！
kelvin leung,5,(由 Google 提供翻譯) 非常好味(原始評論)非常好味
koufea chang,5,環境衛生食物新鮮
高漢威,5,(由 Google 提供翻譯) 好棒(原始評論)好棒
ㄚ風,4,日式炸物好吃，烤牡牡蠣有異味，熱炒不差，現榨果汁好喝，魚生看了看沒吃，罐裝飲料喝免驚，芒果冰淇淋大推。
王家瑄,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
Julianne,3,感覺每道菜的份量變少，加上補菜的速度變慢，導致排隊的情形一直持續到7點多都還有，不像以前只有剛開始的時候需要排隊
jack Lin,3,人多壅擠 服務品質大大降低 響食還是要選擇店家
peter Liao,4,菜色多樣 味道也不錯雖不是頂級食材但也在水準之內惟有冰淇淋區規劃不當要排隊很久
WEAPON YAI-AROON,5,(由 Google 提供翻譯) 這麼好。他們有很多食物和各種食物。也很好吃。(原始評論) …更多(由 Google 提供翻譯) 這麼好。他們有很多食物和各種食物。也很好吃。(原始評論)So good. They have a lot of food and various type of food. Also delicious.
Leslie Chen,4,人太多 有點擁擠
How Li,1,蝦老，現炒油，甜食過甜，四神湯超油
李昌蒮,4,交通便利，停車方便
Shock Lee,5,(由 Google 提供翻譯) 物有所值。很好的傳播和令人印象深刻的甜點櫃檯。服務也很好。(原始評論) …更多(由 Google 提供翻譯) 物有所值。很好的傳播和令人印象深刻的甜點櫃檯。服務也很好。(原始評論)Value for money. Very good spread and impressive dessert counter. Service is good too.
Selena CHEN,4,C/P值很高，就這個價位而言真的算不錯。但去了幾次，補餐的速度真的很慢，尤其是烤酥皮濃湯、比薩的部分。
楊景至,5,沒吃過
Chris C,3,一般的美食廣場
黃建富,4,其實吃不多的人來這消費蠻不划算的
杜月笙,1,"1. CP值非常差,不是好的Buffet.2. 價位698-898(另加10%)可以改吃其他餐廳,而且又新鮮好吃~3. 多加200可以吃到10星的餐廳,為何省那200去吃3星的餐廳?"
Akira NTUHYL,5,和台中比起來服務，菜色都高一個檔次，很推。
林俐伶,1,電話預約打了半個小時～無人接聽，感覺很差⋯⋯非常差⋯⋯其他2家分店都有人接聽，真是無言
Melody Chen,4,不錯
Halu Lin,4,菜色變化少是唯一可惜的地方，其他都很優
ginny,5,新開的很乾淨 位子空間也寬敞 食物種類很多 甜點也很多 吃完還可以附近騎ubike或摩天輪逛逛
