評論者,評等,評語
Zoe Huang,3,價格偏貴，沒有巧克力噴泉
邱立承,5,菜色多樣 服務態度不錯推薦 肋眼牛排 口感一流
軒轅,5,東西提供的選擇很多元，場地很大，食物也算不錯吃
Yu Wei,5,持續進步的老字號
Junyi Liu,5,中壢店經營得很棒，場地很舒適
李宣億,3,覺得不是太推薦
sa sa,4,和牛壽司蠻好吃的
thomas Tseng,3,還不錯吃
秦家蓓,4,地方寬敞，好吃
范姜宇龍,3,素食也可現點現做，果汁及飲料很棒
林嘉興,1,菜色沒變化跟五年前幾乎一模一樣。
小白,5,不錯吃
Chang Eichi,3,食物還算精緻，但價位也算中高，所以整體CP值算普通。食物的種類不少，吃二三輪以後，才會慢慢知道相關的位置，但時間有限，不建議超過四個人一起去，如果是多人想好好的聚聚聊聊，嚴格來說並不是很理想的所在，因為同桌的人，幾乎總是有人在外取餐或找食物中，想要到齊一起聊聊天是不可能的任務。
開心藝蓉,5,(由 Google 提供翻譯) 從老店吃到新店，還是會常去我媽也超愛。(原始評論)从老店吃到新店，还是会常去我妈也超爱。
張謙義,5,(由 Google 提供翻譯) 菜色多，好吃(原始評論)菜色多，好吃
elsa lin,4,"(由 Google 提供翻譯) 美味的食物，優質的服務。(原始評論) …更多(由 Google 提供翻譯) 美味的食物，優質的服務。(原始評論)Delicious food, great service."
Kiki chen,4,多了很多新選擇，在飲品方面很多新鮮果汁，餐點多樣化，但下午茶時間只有兩小時太短。
正錢,5,海鮮食物很新鮮，菜色又多，味道都很到位，服務人員也很客氣，一定要來嘗鮮。
仲,5,舒適環境，美食任君任性，幸福滿滿。
meimei Yueh,4,菜色有升級哦~還有之前手捲的生菜絲 都氧化泛黃 現在都是新鮮翠綠的喔~
asd022636,4,還不錯
Rachel Chen,3,壽星有送小蛋糕跟小禮物很貼心，距離上次來食材也都有變化；但是好幾次都還沒開動就被服務生收走（這兩盤就是救回來的，看起來像不要了嗎？？？
Jack Ho,4,用餐環境寬敞舒適，服務非常親切！食材上稍微普通了一些，蛋糕甜點的口味普普，冰淇淋硬的如果是女生真的挖不動！要是在生鮮食材例如生魚片 或者是肉食上選擇更多些，會更常來光顧！
Jj wang,3,食材有一些進步，但相對收費就會讓人多多考慮
傅小宥,3,普通不怎麼樣
發財爺爺,5,每月常吃，新鮮好吃，因為中壢沒有這樣好吃的餐廳了
莊皓翔,4,東西新鮮，好吃
李宇佑,5,食材多，新鮮。義國料理
Nico Nicole,1,賺錢賺到服務品質越來越差地板是髒的餐巾紙也髒的
劉萬來,4,用餐前先預約時間以免等候，食物.飲品.甜點很多值回票價，地下室停車可免費喔！
謝貞珍,4,烤鴨夾餅清爽好吃，甜點多樣化。
kenny ro,4,好吃  不過價位就………
張瑋玲,4,服務員很優質，餐盤清理快速，提高潔淨用餐環境。
小編,4,中等價位的好食材，想吃日式的還是炒的烤的裡面都有提供，環境衛生都是有檔次的，可以去吃吃看哦
采琳,5,菜色多，服務態度也蠻親切，
Edward Lin,4,空間寬敞，食材多樣化，值得再來的好去處
凱,4,菜色比起高雄台中還多些，只是服務可以再加強些，7點入場用餐還沒完畢跟朋友在座位聊天，8點半服務生就把餐具與桌墊收走好像有點趕時間所以趕緊結束離開
陳惠珠,2,一直都是吃這家，沒季節或特色餐
John Wang,3,有點貴。
林琦峯,3,菜色有增減一些，久久來一次就還好。
Daniel Ho,4,服務人員態度，超棒滴。
張明佑,5,CP值真的不錯哦
韓阿賢,4,不是你不美味，是我不爭氣的胃，拾本之午宴，想食天堂，好想多食。
詹智卉,4,可以自由選擇想吃的食物，但了無新意，吃過好幾次，都沒有太大的改變
bruce fang,4,還不錯
蔡同威,4,食材越來越不好 你沒有物超所值
陳浤正,5,(由 Google 提供翻譯) 好吃!(原始評論)好吃!
小资男,5,東西新鮮，服務人員親切！
鄭朝福,3,還好
Y.C Lee,4,菜色多樣
Monique Dauran,5,(由 Google 提供翻譯) 有一個神話般的午餐！美味的食物和非常有吸引力..好的氛圍..👍👍👍👍👍(原始評論) …更多(由 Google 提供翻譯) 有一個神話般的午餐！美味的食物和非常有吸引力..好的氛圍..👍👍👍👍👍(原始評論)Had a fabulous Lunch! Delicious Food and very appealing.. Nice ambiance.. 👍👍👍👍👍
柏長青,3,時間太短，不能悠閒用餐
Mark Shyu,3,😃
劉小琳,2,下午茶的時間是？？？？？？？？
陳芋頭,5,漲價了，菜色有增加，湯肉和麵飯類優，生魚壽司甜點水果普通
張慶豐,5,食材選擇多，都還不錯吃
Mick Noah,4,(由 Google 提供翻譯) 爽吃一波(原始評論)爽吃一波
Derek Wang,4,東西不錯吃
張傳哲,3,漲價了
李嘉莉,4,自助吧…有許多選擇。
魏前衛,4,吃很飽，選擇很多樣，西瓜汁真的經典。人很多，服務人員也很多，隨時收乾淨桌上的餐具，所以價格也比較高。
老扣,3,還好
王飛兒,4,一週造訪兩次也不膩，但以後變貴了。
陶順隆,3,東西蠻貴
陳炳炎,4,菜色多元，人員服務快速，就是價格越來越高了。
Z Chris,3,價格變貴  品質沒提升
jwu jwu4,4,多樣菜色
陳惠玲,4,菜色豐富好吃價格有點高，哈哈
官昆平,5,好吃，樣式多，但價位偏高
Oanh Nguyễn,5,(由 Google 提供翻譯) 你好(原始評論)你好
李美玲,4,(由 Google 提供翻譯) 可以聚餐的地方(原始評論)可以聚餐的地方
fw chen,4,動線設計不良
Wilson Lin,5,菜色多樣化 寬敞的用餐環境
Tomlin Pic,4,食物豐富多樣，好吃哦～
劉永富,3,林口店人較多 !想吃先訂位佳 ~否則就要等候 !
黃秋煌,1,蔡一成不變台北的菜比較精緻
吳靜如,3,食材真的好少，口感不佳，似乎不怎麼補菜，同為饗食天堂，桃園市跟中壢區真的差很大，卻同價位，再也不會來了~中壢的真讓我失望
黃麗如,4,還不錯吃
許芳源,4,料理多樣，價格日增。
楊Y邦,4,菜色眾多，回補迅速，用餐環境稍嫌吵雜
黃琬如,5,饗食天堂中壢SOGO 有好多吃的東西 超讚的
simon song,4,喜歡吃海產其實這裡並沒有很多 ， 但一般的生魚片壽司 和蝦子螃蟹這都有。 這裏的熟食其實蠻多樣化的， 只要非假日人就不會很多不過建議要去之前還是要先訂位。 我給他4顆星。
chihchen lin,5,價格又調漲了，但食材跟服務都不錯
莊永華,4,價格即將上漲，但菜色已經一年沒有更新了，我更傾向漢來海港
LU KUEi WEi,4,(由 Google 提供翻譯) 好吃(原始評論)好吃
Liu De-shao,3,第三次吃饗食，其實沒有第一次吃那麼驚艷
Stan C,4,整體算是在水準之上的buffet，螃蟹要看季節，六月來吃的話，有可能是冷凍比較久的感覺，各式湯品以及骰子牛很不錯
哲5,4,整體還不錯
ㄚ基,4,總是長時間不收盤子，不管坐那裡。
黃Ginny,4,很喜歡來吃，但七月要漲價了😣😣希望菜色會變更好！
rock chen,3,食材多 新鮮，牛排好吃 甜品冰品弱，12人三桌 分配不優
Otto Hsieh,4,很多新鮮食材可供選擇
Ted Lai,2,(由 Google 提供翻譯) 菜色很少(原始評論)菜色很少
吳國華,4,餐點還不錯。生魚片希望能再好吃一點。
Hork Chen,4,還ok
Will Chen,4,高檔自助餐，連鎖店一貫風格。
李秉承,4,菜色新鮮，選擇多樣，服務人員也很好。
Ze-Hao Wang,5,吃飽飽，適合家族、公司聚餐。
elanwit lai,5,(由 Google 提供翻譯) 好吃!(原始評論)好吃!
Mie Chen,3,沒什麼特色
高俊傑,4,中高消費，食材多樣，聚餐好選擇
游銘達,4,環境優美衛生好，菜色稍嫌少了點
黃勤之,5,好吃一吃一頓飽二頓
Shiou-Chen Li,3,其實吃了一大堆，你根本嚐不出食物本來的樣子
Tong Liu,5,食物種類多，螃蟹的蟹膏滿滿的，生魚片也很新鮮，是吃到飽的不錯選擇！
Chi-ting Yeh,5,價位偏高，但食物好吃
楊元龍,3,到場時快要到下午茶時間，一些菜色都少了，不見補充
劉德梵,4,多種料理，任君選擇，唯一的缺點是菜色不夠多，服務還算可以，可以去品嚐看看。
緩緩,3,吃過好幾次了感覺食材變差了但服務態度非常良好
陳sara,4,下午茶，餐點多樣，選擇很多環境座位很舒適，取餐不會走太遠個人喜歡中壢店勝過桃園店
邱小魚,5,我最愛的吃到飽餐廳
戴國烔,4,菜色式樣多
郭孝恭,3,自助餐廳吃到飽
T Trent,5,(由 Google 提供翻譯) 好吃！(原始評論)好吃！
erasewin,4,餐點很多 新鮮可口 但是價位偏高無法常常來吃
許賀程,2,(由 Google 提供翻譯) 跟以前比差太多了(原始評論)跟以前比差太多了
連文弘,2,(由 Google 提供翻譯) 普通(原始評論)普通
Cloud Ray,5,菜色豐富多樣，服務人員熱心親切，讓客人用餐心情會很愉悅，相對地各式料理也就更加美味囉！！
經文陳,5,讓人眼花撩亂的菜色，滿足了味覺大大的沖擊小小的胃!
陳銘琨,3,很吵。。。生魚片退冰不 新鮮  經理很有禮貌 很吵這不能怪店家 台灣人的水準只有這樣 別講大陸人怎樣 台灣的也好不到那去 尤其是17-25這族群慘不能賭 東西很多樣
Blair Lin,3,CP值完全不成比例，食材普通，菜色沒有變化
Johnnie Wu,4,菜色繁多新穎令人期待
Athena,5,全家聚餐的好地點，海鮮新鮮種類多，這次還吃的蟹仁滿滿的螃蟹，哇！真是好滿足哦！
賴美伶,4,食物選項多， 味道還不錯， 服務很親切 ，建議要提前 訂位， 有停車 壓力 ，如果在大江開一間就太好了！
Nini Hs.,4,東西很不錯 可是快漲價了喔～
張德明,5,(由 Google 提供翻譯) 太好吃了(原始評論)太好吃了
hansel lai,3,吃到飽.算人頭.餐點種類與份量皆足.若人數較多建議先訂位.
林欽佳,4,要去平鎮載貨，順便來吃午餐
傅蘭萍,4,(由 Google 提供翻譯) 自助餐(原始評論)Buffet
潘秋美,4,服務還不錯，燙青菜需要加速
許文鳳,5,第一次來 覺得很好 食材真不錯 吃完又可逛可購物 期待再去 ！
林亞嫻,2,太貴了，，
Andy Luo,4,高價格應有的品質
小朱,5,還不錯，比漢來好
醉飲黃龍,5,感覺很好
albert Huang,5,美食多元新鮮
黃林隆,5,燈光美氣氛佳，人員服務品質好，多種類菜色可選擇。
youshki joe,3,(由 Google 提供翻譯) 湊合吃的自助餐(原始評論)凑合吃的自助餐
蔣素萍,4,東西超多  價錢超貴  一個人再加一成服務費竟要一仟多     家中一星期的伙食費了！
Serra H,4,比薩口味普普，整體還行，帝王蟹偏小
TY,5,菜色比想像中好，服務也是
王志成,4,(由 Google 提供翻譯) 菜很好吃(原始評論)菜很好吃
Yu Arsen,5,東西種類繁多，還不錯吃
楊孟儒,5,甜點非常精緻 ，值得全部都嚐一輪
Jerry Chiou,3,覺得價格偏高普普的餐廳
Yun Liu,4,氣氛餐點都還不錯。
Chia-Wei Yang,3,餐點的種類並沒有很豐盛，且高價位食材的分量不多，通常會在開始營業的5分鐘內就被夾光光，服務員也不會再補。
李連成,4,在家裡附近而已啊很方便
YunQuan,4,空間配置不錯，菜色多元！
鄧雅妍,4,愈來愈貴
胡健治,4,(由 Google 提供翻譯) 食材多，口味好(原始評論)食材多，口味好
鄒湘貴,4,感覺上為了能多些消費者，所以空間上稍微擁擠，進出盛盤並不是很方便。
GuanChen Yin,4,品質一直都ok，就用餐環境一直比較吵。生日收到禮物挺開心。
Bang Lay,2,沒有物超所值了
黃金印,5,環境優美，食材新鮮
daniel lu,3,好不好吃說不上來，但來這裡真的會讓人暴飲暴食。
jeison sun,4,飲料種類有點少
錡聯興,1,菜色差服還可以
Nicole L,3,品項很多，令人眼花撩亂，但是品質普通，有很多菜一上來就被拿空，要等很久才會補。有些東西只有一點點，根本吃不到什麼。不太會回顧。
Masa Hung,3,餐具清潔需再特別加強，服務親切，食物好吃。
吳泰生,4,吃到飽餐點，內容豐富，個人用餐享受，團體聚餐的好地方
陳翊萱,3,口感只有部份優
黃美玲,5,高級好吃好多食物，令人停不了，氣氛好，食物嘉下午茶來較划算，高檔消費，情人約會好去處
陳俊翔,5,超喜歡這家吃到飽的餐廳
曾文鈺,5,食材新鮮、座位很大跟隔壁距離不會太近
李駿郎,4,菜色豐盛，好吃
克良張,4,精緻料理，
謝安燿,3,價格高所以食材好。
james shen,4,(由 Google 提供翻譯) 打牙祭的好地方(原始評論)打牙祭的好地方
Kerwin Chen,5,"必須大推,此行有小孩一起,有準備兒童座椅餐具外還有蠟筆可以畫畫,服務生熱情收拾迅速且反映螺類不新鮮後立刻先下架釐清非常專業(雖然沒有繼續關心身體狀況,其實吃完後腹痛了一天),菜色豐富補充相當快速,下次還會再來吃的,但是對海鮮類會有點陰影吧..."
謝松全,5,"餐點多樣,美食饗宴,服務良好"
YIC YEH,4,愛吃生魚片跟螃蟹就來這，新鮮好吃，一下就划算了哈哈!--- ⋯⋯更多愛吃生魚片跟螃蟹就來這，新鮮好吃，一下就划算了哈哈!---食物多樣，但熱食好像沒以前多？總覺得好吃的只有幾道，現切牛排硬硬的不優因為吃午餐，貴貴的，算起來CP值還好---甜點部份特別喜歡奶酪，濃純香但是咖啡超難喝啊！--因為吃了很多生魚片，整體還是給四顆星
Sian,4,壽司好吃
吳邦立,4,價格高，東西精緻，中壢店上方動線比較麻煩一點。
阿璇,3,選項多但價位不便宜，氣氛不錯，反應改善的速度也滿快的。
李俞霈,5,種類多，食材蠻新鮮
Swealen Dai,4,下午茶很一般，沒特色
賈長順,4,不錯的地方，sogo停車較麻煩
單玉如,5,環境乾淨 ，食物多樣又味美 ，甜點到心裡
汶時茵,5,"啤酒喝到飽,超優!"
Yuna Hsu,5,久久去一次還不錯
James Chan,4,菜色豐富 品質不錯
Junko Lin,5,好吃，東西很多，場地也很大，舒服。
Yu,3,好貴，甜點跟海鮮好吃就是了
Chris Chou,4,(由 Google 提供翻譯) CP值高(原始評論)CP值高
HT Y,2,去年年底我們一家來聚餐，結果價格高不說，蝦子不新鮮，炸物油膩噁心，烤鴨肉質柴，菜沒幾道好吃的，甜點過甜，飲料味道也不佳，味道還可以的，除了三道菜外，只有Pizza、螃蟹兩種，吃完這一餐，我只感覺還不如去吃鮮友或金大鋤
黎世焰,4,價格越來越多了，雖然，環境不錯吃。
張玉冠,2,湯和螃蟹有感，現切肉品肉太老，排隊動線不明，和台北食物精緻度有差，但價格一樣
紀文敏,4,東西總類越來越少
shu king,4,(由 Google 提供翻譯) 好吃(原始評論)好吃
何正隆,2,吃的東西平安也少
eso eso,1,中壢店真的不值得去  東西少就算了  也不太好吃
Cheng-yi Lee,2,盤子很髒
folila chan,5,"挑高大廳,環境明亮,空間也寬廣,動線也設計的不錯,平時晚上用餐人很多,菜色很多元,海鮮新鮮,補菜和收盤的速度也很快。"
吳澬妘,3,初二吃午餐，一進門就排錯位子，明明3個月前就訂好7人座，可是當天給我們4人座，喬位子喬好久。
KangLing Wu,1,餐點不錯 只是今晚訂位櫃檯領班在瞪客人（我）
黃添豪,3,由於是過年期間來用餐，有補菜來不及的狀況，白玉燉牛頰 值得推薦、霸王櫻桃鴨 現做的又乾又柴的、玉子蒸 普通、生魚片 普通、大口饗樂骨 好吃
羅得誌,3,食材新鮮度都很不錯...雖然是吃到飽..但烤鴨部份給的很吝嗇~一次才包兩小片...要求加量也才多一片...告知只吃鴨肉的話服務人員的臉瞬間變臭~感覺吃得不是很過癮~其他區食材補菜很快除了某些需要現作外...
毓煥胡,3,食材一般般，沒啥特色
PETER JIN,3,食材新鮮度夠用心，但是名牌冰淇淋卻搞的像石頭似的！😡
Violetta Chen,4,取餐動線規劃的很不錯，雖然幾乎是客滿的狀態，不過不會覺得擁擠。食材有維持一定水準，選擇非常的多，服務人員很親切也動作很快。
Matt Chang,2,離打烊還有一個半小時的時間，餐廳裡面很多食物就不補充或是某些開始在收拾了
楊為宏,5,適合多人聚餐的餐廳。食物選擇性多又美味。
Nicholas Ku,4,東西多樣化，聚餐的好地方
吳貴堯,5,價格實惠，建議補菜速度可以再加強
北歐堅果,3,樣式多了但是中餐變少了長輩去不知道該吃什麼跟之前桃客總站樓上差很多
"梁震明Liang,Chen Ming Art",4,吃到飽，適合壽星慶生享用。
Kevin Kou,5,我喜歡酥皮濃湯
KC Ho,4,中庭挑高用餐無壓迫感，菜色較以前佳。
江權澤,4,美食吃到飽，用餐環境優美，氣氛悠閒
郭孝嚴,3,吃過許多吃到飽Buffet，這家的食材偏多元，生魚片種類多但品質算普通，骰子牛肉鮮嫩多汁屬上乘，現做霸王櫻桃鴨、現包烤鴨大餅很好吃，糕點甜品是令人驚艷的部分，專員服務且品質優，首推70%巧克力蛋糕，推薦給喜歡牛肉和甜品的饕客們。
Xiang Fang,4,(由 Google 提供翻譯) 中gli最大，最好的自助餐之一。(原始評論) …更多(由 Google 提供翻譯) 中gli最大，最好的自助餐之一。(原始評論)One of the biggest and best buffet place in Chungli.
D. W.,3,菜色的味道與口感只能算是中上等級 就是不難吃但沒有到很好吃的程度 部分熱食調味過鹹
Nico雅,5,女生總有不方便的時候，sogo借不到衛生棉。櫃檯小姐請我去育嬰室借，快速衝到距離三層樓的地方，裡面沒有服務人員，外面city ⋯⋯更多女生總有不方便的時候，sogo借不到衛生棉。櫃檯小姐請我去育嬰室借，快速衝到距離三層樓的地方，裡面沒有服務人員，外面city baby櫃姐說這裡沒有這個東西，我的白色褲子都快嚇死人了。只得百米衝回去問另一位服務員，後來另一位服務員說育嬰室不可能有這個東西，9樓客服淑惠很客氣的自己提供自己的借我～太感謝了她了。不是買不起，從八樓衝到b1超市真的很遠，響食天堂，食物多樣化，每一種食物製作一點也不馬虎，有台灣啤酒可以喝到飽，蜂蜜、葡萄🍇、鳳梨🍍口味，還有現場炒冰，骰子牛超嫩，壽司🍣多樣化，現煮蛤蜊湯蛤蜊滿滿的，現場要等因為是現做的。
Ivy hu,1,剛打電話去預訂四天後的位置，結果對方要我前一天再訂，一定會有位置，不能現在「硬要訂」，口氣也不是太好！整個對話過程令人非常不舒服⋯
Julie Wu,4,服務好
江立方,5,服務細緻、貼心，食材新鮮，料理到位，值得一來再來！物有所值！
Ivan Chou,3,菜色多，但個人感覺真正好吃的大約只有10樣左右。
李Miss.,5,😀😀😀😀😀
陳娟,4,想大塊朵頤的好地方
Silvia,3,三度造訪，沒什麼新的菜色，有些失望。生魚片仍維持一定新鮮度的高水準演出，棒！生巧克力好吃！蓮子排骨湯及蟲草雞湯清爽料實在，讚！飲品也有一定水準。 ⋯⋯更多三度造訪，沒什麼新的菜色，有些失望。生魚片仍維持一定新鮮度的高水準演出，棒！生巧克力好吃！蓮子排骨湯及蟲草雞湯清爽料實在，讚！飲品也有一定水準。日式天婦羅炸蝦偏油不爽口。服務人員很親切！！
cian cian,1,一顆星都不想給！幾年前在火車站旁CP值非常高 ⋯⋯更多一顆星都不想給！幾年前在火車站旁CP值非常高如今在這裡菜色少蝦子也不新鮮小孩去拿甜點服務人員問小孩：（怎麼吃這麼快）！怎麼怕人吃嗎？莫名其妙停車也只優惠1小時爛爆了
tailang chung,4,寬敞明亮，服務生勤快收盤子，家庭聚餐CP值好。
Carefulll Huang,3,部分食材覺得不夠新鮮
tinyu chien,5,提供素食點餐服務 所以素食者可以吃的很多 有專人送餐!!!在餐檯上的甜點 也有表示蛋奶素 讓人安心!!
Min Scorpio,4,久久來一次還可以，菜色種類算多，美中不足的是日式（生食）種類偏少...甜點也ok
程依綾,4,"菜色多樣化,服務人員態度佳,用餐環境舒適,雖說取餐區寬敞但也離得太遠了,一不注意就忽略的熱炒區,應該要再好好規劃一下,價格上能再優惠一些更好"
李修緯,4,取餐動線規劃得不錯
hunglun75,1,只能說是一家越來越爛的餐廳，899不算便宜，確讓人覺得怕人吃的吃到飽餐廳，同一家餐廳端出的烤牛排，台北看到的是一大塊超過五公斤的，中壢每次拿出來切的給我感覺就是次級碎肉塊。。。。爛
林小瑩,4,燈光明亮，環境舒適，取餐動線設計的不錯不擁擠，但下午茶時段準備進入餐廳的等候區太小，帶小孩或輪椅比較不方便。食材中等，蝦子感覺不是特別新鮮好吃，餐點補充的速度還可以，酥皮濃湯好喝料很多，xo醬海鮮炒飯味道濃辛我很喜歡，其餘甜點沙拉等表現也都不錯，比板橋的饗食優秀一些。
陸錫索,4,食材新鮮還不錯，菜補的很快，服務人員親切，隨時注意幫你清餐盤。
Joe Lee,4,環境很棒，選擇很多樣
Chia,4,環境不錯
Rupert Liao,4,坐在挑高的坐位，環境不錯，食材新鮮
Maxwell莫原策,4,菜色不算差，但是在這個價位，似乎有更好的選擇，特色度不夠
Chien Ru Hung,3,普通，吃平日午餐，東西大多溫溫的，現做不多，牛肉都不好吃，海鮮還行，新鮮品項也多，但就是讓人驚艷不起來！杯盤清洗有待加強，那天有拿到沒洗乾淨黏黏油油的。沙瓦與海鮮是唯二拿超過1次的，其他真的都還好，不知是不是因為我吃平日的緣故，真心覺得還好。
蔡靜沂,1,昨天朋友生日一群人過去消費，吃的是午餐，結果看看菜盤上的東西都非常少，東西也沒有幾樣，螃蟹也小隻又很少拿出來，好像怕客人吃的，這樣的情境跟我想像中的差異太大了，讓我覺得對不起朋友，我相信別家分店應該不是這樣情形，但我們卻在這家店碰見的，真的讓我感覺非常失望，這是我去過感到最不滿意的店了
Hong Karen,4,(由 Google 提供翻譯) 好地方和美味的菜！(原始評論) …更多(由 Google 提供翻譯) 好地方和美味的菜！(原始評論)Nice place and delicious dish!
Srong Hsu,4,生魚片、生蠔、水果、湯類都有一定水準，不會因為吃到飽便失去風味。
劉冠廷,1,還有半個小時就在趕客人？？做生意也不用這樣
Delia Chen,4,來吃第二次，氣氛很好，希望能更新餐點，平日來用餐比較舒適。
古鴻猷,3,(由 Google 提供翻譯) 比想像中的差，食材跟台北真的有差(原始評論)比想像中的差，食材跟台北真的有差
marrina kong,3,"生魚片還是一如繼往的優秀，但其他料理雖然都不難吃，新鮮程度也算夠，但吃下去幾乎都沒有讓人驚艷的感覺，只能說午餐698的程度或許我期待太高。盛料理的時候有一堆餐盤都是空的，其中有一區約8道菜就有3道是空的，等了一段時間也沒有補上的跡象。秋天主打螃蟹，但非常小隻，而且總覺得有股怪味道⋯或許等螃蟹真正盛產時再去吃會比較好(但店家已經在主打螃蟹料理了)？ ⋯⋯更多生魚片還是一如繼往的優秀，但其他料理雖然都不難吃，新鮮程度也算夠，但吃下去幾乎都沒有讓人驚艷的感覺，只能說午餐698的程度或許我期待太高。盛料理的時候有一堆餐盤都是空的，其中有一區約8道菜就有3道是空的，等了一段時間也沒有補上的跡象。秋天主打螃蟹，但非常小隻，而且總覺得有股怪味道⋯或許等螃蟹真正盛產時再去吃會比較好(但店家已經在主打螃蟹料理了)？今天吃飯同桌有壽星，店員說會給壽星小禮物跟蛋糕，但一直到吃完了都還沒送來(我們是吃午餐，一直吃到2點時段結束)，最後我們也懶得再提醒了。總而言之，服務素質有待加強(至少也要讓負責買單的人能夠解釋清楚吃飯金額怎麼算出來的？)，下次考慮還是去台北吃吧反正不遠(￣▽￣"""")"
楊宏義,3,海鮮不夠新鮮
孫宜德,4,不錯吃哦！
救生員小雞,5,乾淨、衛生、食材多樣化、服務好、大推…
Allen,4,菜色種類、口味、環境甚至服務都有水準，但菜色變化不大，大概半年來一趟就好。
阿蘿拉,5,雖然我不吃海鮮感覺會吃不回本 但是甜點和其他食物都好棒 >< 要不是價格關係 有機會我會常常去的!!!
陳裕霞,5,菜色誠意十足服務人員親切
Mike威,5,下飛機順道來吃，現場工作人員很熱情，工作氣氛很和諧，空間很大很舒服，菜色很俱全，即便是下午茶也不馬虎，補菜速度一流。我北中南吃遍，最喜歡這裡，台北推欣葉可是菜色少，台中的饗食也不錯但是就是空間沒這裡大，真膳美以前是我的排行冠軍但是不知道為什麼最近菜色不像以前常常去不知道吃什麼，林酒店應該是對蝦蟹有愛的才會去吃。 ⋯⋯更多下飛機順道來吃，現場工作人員很熱情，工作氣氛很和諧，空間很大很舒服，菜色很俱全，即便是下午茶也不馬虎，補菜速度一流。我北中南吃遍，最喜歡這裡，台北推欣葉可是菜色少，台中的饗食也不錯但是就是空間沒這裡大，真膳美以前是我的排行冠軍但是不知道為什麼最近菜色不像以前常常去不知道吃什麼，林酒店應該是對蝦蟹有愛的才會去吃。高雄的話不知道怎麼說，大八也好，饗食也好，每次去吃都爆排長龍，吃飯氣氛很緊張很像在戰爭，85的氣氛比較好，但是菜色就還好了，加油啊！希望這裡可以一直維持這麼好~
何肇祥,5,啤酒喝到飽🍺
Charlene *,2,這個價位的料理應該可以更精緻一些！
ehlk19 ehlk19,3,覺得裡面的東西越來越像家常菜了。很難吃到特別的東西。吃過品花苑後覺得這真的沒什麼。但是用餐環境很好，食物不會有空缺的時候。
八角,4,東西多樣 但價格調漲  建議下午茶
姜欣怡,3,海鮮不怎樣！
吳有吉,4,(由 Google 提供翻譯) 好吃(原始評論)好吃
劉智文,5,菜色多樣
Li Ting Chen,2,一成不變沒有創新炸蝦變得很瘦小 ⋯⋯更多一成不變沒有創新炸蝦變得很瘦小小西點etc吃起來很乾很糟 品質中下還是喜歡以前還開在桃客大樓樓上的那個時期還有生蠔的時期
Ed R,1,難吃，cp值超低。只有甜點有點水準~
mingtann Yang,4,寬敞，動線清楚
jalin huang,3,(由 Google 提供翻譯) 物有所值(原始評論)物有所值
吳慶威,5,連下午茶都人潮滿滿
Scheherazade,5,食材多元新鮮，而且品質很好，甜點精緻，而且不怕被拿完吃不到，補菜的速度非常快。工作人員服務態度親切、迅速，有點可惜除了生日會給小禮物之外，其他慶祝不算在內。
mindy Lu,2,中午場（4顆星）：場地規劃寬闊，不會擁擠，現代風的裝潢，非常舒適，食材新鮮多樣，家庭朋友聚會不錯的好地方。 ⋯⋯更多中午場（4顆星）：場地規劃寬闊，不會擁擠，現代風的裝潢，非常舒適，食材新鮮多樣，家庭朋友聚會不錯的好地方。晚上場（2顆星）：建議別晚上7：30後入場，情緒影響呀，有些東西沒了沒補，或只剩一些些，但看來不想拿…然後8點沒8：30就開始在收、擦、清，感覺很不好，且有一區蓋子還蓋起來，雖然可以自己拿起來拿食物，可是…蓋子也太重了吧！帶著手套收東西，所以不敢再去拿需要用手包或拿的料理，索性我只能竟量拿好拿又容易填飽肚子的東西，唉…真了錢，真的同價錢但不同價值啊！
Ruby Kuan,1,整體感覺一般般，食物普通
至龍,1,搞不懂幹嘛一直催促評論單啊？要不要填是我們的意思吧！！每個人過來都在催 ⋯⋯更多搞不懂幹嘛一直催促評論單啊？要不要填是我們的意思吧！！每個人過來都在催是多麼缺啊？還有穿西裝結帳那位口氣別那麼差
陳國政,4,這家我吃好多次了整體而言每年都在進步中東西都還蠻實惠的 ⋯⋯更多這家我吃好多次了整體而言每年都在進步中東西都還蠻實惠的但感覺總是好像少了什麼喔…是特色，他們少的是特色有些同業是標榜海鮮有些是標榜南洋風味有些是標榜日式或韓式或港式....的他們這裡因為什麼都涉足一些變成大雜燴了好像有人是專才有人是通才一樣還好這裡東西不難吃但你也沒辦法說出他們什麼菜色做的比同業好
Leo Lin,4,"(由 Google 提供翻譯) 食物和沙漠很好，您可以吃到飽。(原始評論) …更多(由 Google 提供翻譯) 食物和沙漠很好，您可以吃到飽。(原始評論)Very good varieties of food and desert, all you can eat."
王文福,4,菜色豐富環境也不錯，服務人員態度很好。
Wu Jason,4,下午茶加上餐卷只要五百多還挺不錯，食物種類算豐富，建議每種不要吃太多，找喜歡吃的比較重要
湯立展湯立展,4,吃的多元化、場地舒適
