評論者,評等,評語
李至誠,4,食材選擇多，但能再增加創意料理更棒
任禮廷,4,食材很好吃飲料很多元很特別，服務也很棒！！
Jerry Sky,4,種類多樣，海鮮很不錯喔
老地方,5,雖是漲價 但個人覺得CP值變高了些 晚間用餐時間 (我是平日來的) 也沒有限制用餐二個小時的規定了 覺得很不用 是用餐聊天的好去處 附上在店內自己DIY的水果汽泡水!!
鄧豪,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
小悠楓,5,飲料區和菜色都有更新！…讚
emily Chen,5,海鮮多樣又新鮮，湯品及飲料也多樣，讚！
Alice H,3,吃名氣的，精緻，海鮮不是很優！
Venus Chen,4,烤羊排還不錯，食材還可以，服務態度普通！！
chou-iu Chen,4,餐點環境都還不錯
李紫陽,4,生和牛肉丶奶茶雪花冰丶生魚片等必吃
張朝鈞,3,覺得還是京站的饗食天堂用餐環境比較好，比較舒適!
童台生,3,好吃，但很貴
宋芸芸,5,雪花冰好吃，螃蟹也新鮮，空間動線規劃也很不錯
Yixuan Wu,5,CP值不錯
Yen3 Chen,4,價格合理 食材新鮮 就是再供餐有點慢
張帆,5,最近漲價了，但菜色內容也做調整。印象較深刻的有增加烤蝦、豬肋排、烤牛肉(口味變好、份量增加)、英國霸王蟹、炒冰改成雪花冰(原本的炒冰個人覺得soso)、氮氣飲料、生啤酒(用冷凍冰杯)、其他調酒…。讓人感覺就算漲價也可以接受。
Pei-Hsuan Hsieh,5,自助餐吃來吃去還是饗食天堂C/P值最高，這次去又多了不少新菜 (鐵板羊小排+天使紅蝦/焗烤大蠔/日式串烤蝦/英國極地霸王蟹/炙燒鮭魚)，全家人吃得滿足又開心~⊙ω⊙
吳政峰,5,食材新鮮，種類豐富，CP值高，服務也很親切!
yu hsuan hsu,3,炸蝦跟綠茶還不錯，多數東西都還好，柳橙汁不太行，整體來說這個價位不值得，應該不會再去
sunny 77,5,除了難訂位外，其餘滿分。服務好，食材好。
Cherry Chen,1,(由 Google 提供翻譯) 上禮拜和朋友去信義店吃飯，發現比薩區餐檯旁有隻小蟑螂在爬，嚇了我一大跳我和朋友都不敢去拿比薩吃，還有它們的碗盤上都沒洗乾淨上面都黏有黃黃的渣，超噁心的結果告訴服務生卻愛理不理的假裝不知道且服務態度超差的，這樣的用餐環境不衛生以後我們不敢再來吃了！ …更多(由 Google 提供翻譯) 上禮拜和朋友去信義店吃飯，發現比薩區餐檯旁有隻小蟑螂在爬，嚇了我一大跳我和朋友都不敢去拿比薩吃，還有它們的碗盤上都沒洗乾淨上面都黏有黃黃的渣，超噁心的結果告訴服務生卻愛理不理的假裝不知道且服務態度超差的，這樣的用餐環境不衛生以後我們不敢再來吃了！(原始評論)上禮拜和朋友去信義店吃飯，發現比薩區餐台旁有隻小蟑螂在爬，嚇了我一大跳我和朋友都不敢去拿比薩吃，還有它們的碗盤上都沒洗乾淨上面都黏有黃黃的渣，超噁心的結果告訴服務生卻愛理不理的假裝不知道且服務態度超差的，這樣的用餐環境不衛生以後我們不敢再來吃了！
朝倉愛,3,價位中高，菜色數量普通偏少，補菜速度一般般，食物口味大多偏重，海鮮還算新鮮就是了。
Eric Yeh,3,停車位只有39個，光是等到有停車位，已經排隊超過一個小時，難道只有我有這個問題嗎？
許麗美,4,各種有名氣的美食～
Hans Alexi,4,"(由 Google 提供翻譯) 食物有多種選擇，幾乎所有食物都很美味！但它有點貴，最後它還值錢！(原始評論) …更多(由 Google 提供翻譯) 食物有多種選擇，幾乎所有食物都很美味！但它有點貴，最後它還值錢！(原始評論)There are a wide range of choices for the foods and almost all of it are delicious! But its a little bit pricey, in the end its still worth the money!"
Philip Liu,5,台北饗食天堂只推信義店及大直店，信義店view 不錯
lion tai,5,聚會 謝師宴 最好的場所
A N,4,東西可以 服務看運氣
Miko咪蔻,5,食材多樣化，備料充足~服務態度不錯👍
yc Kong,4,(由 Google 提供翻譯) 好(原始評論)Good
闕均翰,1,食材縮水太明顯部分食物不新鮮
Kuang-Chieh Yen,5,飲料的火龍果芭樂汁，甜點的巧克力蛋糕，日本料理的烤蝦。爆好吃
Hannah Chang,5,食材新鮮 味道極佳
RAINGER LIN,5,優點：服務禮貌友善，餐點種類豐富。缺點：芋泥鴨肉捲有酸臭味。再訪確定。
果漾不語,5,還可以，多樣化選擇
CHU-YANG WEI,4,偶爾來裏大吃一頓，可以稍微安慰辛苦的人生。有供應啤酒，這點不錯。
張冠宇,5,氣氛好美食
Eagle,4,聚餐好地點
Kwong Wong,2,記住希望越大，失望就會大，冇乜期望，就會驚喜萬分
Fighter H,1,(由 Google 提供翻譯) 用餐環境很髒在比薩區餐檯那有看到一隻小蟑螂在爬，且餐盤也不乾淨上面黏有黃黃的渣超噁心的，挑了好久才找到比較乾淨的碗盤，吃了一塊芋泥蛋糕口感怪怪不太新鮮就不敢再拿了，服務生的態度超爛素質也超低的，以後再也不去那用餐了！ …更多(由 Google 提供翻譯) 用餐環境很髒在比薩區餐檯那有看到一隻小蟑螂在爬，且餐盤也不乾淨上面黏有黃黃的渣超噁心的，挑了好久才找到比較乾淨的碗盤，吃了一塊芋泥蛋糕口感怪怪不太新鮮就不敢再拿了，服務生的態度超爛素質也超低的，以後再也不去那用餐了！(原始評論)用餐環境很髒在比薩區餐台那有看到一隻小蟑螂在爬，且餐盤也不乾淨上面黏有黃黃的渣超噁心的，挑了好久才找到比較乾淨的碗盤，吃了一塊芋泥蛋糕口感怪怪不太新鮮就不敢再拿了，服務生的態度超爛素質也超低的，以後再也不去那用餐了！
劉乃華,3,服務親切
tim don,5,(由 Google 提供翻譯) 菜色多，好吃(原始評論)菜色多，好吃
Ming Choong Chin,3,服務態度都不錯啦，大家都有笑容，效率也不錯。食物品質不錯，可惜的是都被小飛蟲煩，環境衛生可以改善。照片是我打死三隻，然後一直都有，可能是夏天吧
陳柏霖,4,假日菜色不錯，東西新鮮，淡菜大推
林孝輝,4,服務佳
mak wailing,5,味道好款式多價錢相當便宜😋
Wen-Kai Wang,3,食材普通，希望能夠改善，改善後會想再去
張展,3,比其他的分店服務親切，感受舒服
Ernest Lin,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
蘇志奮,4,如果不講究用餐氣氛，這裡的C/P值在台北市可以算是名列前茅了。福務也相當不錯。很願意推薦。
邱璋,5,吃飽飽最愛
劉賢德,5,位在信義區Att 4 fun6樓，交通便利，場地寬敞，座位很多，沒有包廂；2018年7月調漲午、晚餐及下午茶價位，感覺餐食品質有提高，服務甚佳，值得全家聚餐或小型聚會。
Mandy Lin,5,食物種類多，不怕你挑食！
林明志,4,食材多樣及衛生，環境整潔優良
Arisa Wang,5,服務很好
憶婷,4,供餐路線偶爾有些不良
Felix Garykin,1,看是很多選擇，但真的比下去，食蝦沒有蝦味，食蟹沒有蟹味，走了4次也沒有一次拿到芝士焗生蠔，盆子總是空的，最後要問才有2隻，真的連蠔也是沒有味道，比一粒星是對食物的分數。
張阿政,5,超愛。 ⋯⋯更多超愛。以靶費來說餐點到位，符合這價錢該有的水準。用餐環境很舒適，氣氛營造得不錯。
zero,3,"選擇多, 美味, 不過食材新鮮度能再提升一點會更好"
陳雅惠,3,離餐區太遠
周安南,3,(由 Google 提供翻譯) 全家聚餐的好地方(原始評論)全家聚餐的好地方
y.s Wang,3,漲價前沒煙燻鮭魚是怎樣
國正Gavin Kuo - Cheng Lin,4,年輕有活力!
Y.W Jhou,3,服務相關都很優質，用餐點這次安排到靠窗的位置離取菜處稍稍遠了一點，那邊的空調有點小。食材方面這次只有烤白蝦、水煮白蝦、烤鮭魚、生魚片、蛤蜊湯、珍奶剉冰（不含珍珠）、鮮榨柳橙汁有讓我覺得好吃外，其他的食材跟料理方式，跟以往相較之下有點差距，這價格跟漢來跟新葉比差不多，但整體的食材料理上有略輸一籌的感覺
Richard Chang,4,"性價比ok,菜色有更新…"
Lingen Chen,5,餐食跟其他吃到飽餐廳比CP值很高，服務生很熱情
차한잔의 여유,4,"(由 Google 提供翻譯) 這樣很好吃，我留下了一百人站在我面前，我在網上訂了它，很難進入它......我認為對下面的人的評價可能是25,000韓元，我認為這是一個遷移價格的好地方。我覺得這很好，因為你看起來很硬，看起來你在海外很難出門，看起來你非常喜歡它，而且非常好，我認為你可以說28000韓元的自助餐是可以的。外國人很多，我可以吃它，因為它沒有...哈根達斯和茶很好吃..牛排和椰子也很好吃.. …更多(由 Google 提供翻譯) 這樣很好吃，我留下了一百人站在我面前，我在網上訂了它，很難進入它......我認為對下面的人的評價可能是25,000韓元，我認為這是一個遷移價格的好地方。我覺得這很好，因為你看起來很硬，看起來你在海外很難出門，看起來你非常喜歡它，而且非常好，我認為你可以說28000韓元的自助餐是可以的。外國人很多，我可以吃它，因為它沒有...哈根達斯和茶很好吃..牛排和椰子也很好吃..(原始評論)맛이고 뭐고 다 떠나서 내 앞에 한 100명은 서있었음 인터넷으로 예약하고 들어가는데도 들어가기 힘들었고... 아랫사람들의 평가는 뭐 그럴수 있다고 생각하는데 25000원 가격대비 이주 좋은 곳이라고 생각함 6층에 있음 어머니가 입맛이 상당히 까다로우신 편이셔서 해외같은데 가시기 상당히 힘들어 하시는데 그런거 치고 아주 맛있게 드신거 같아서 정말 기분 좋았습니다... 28000원짜리 뷔페치고는 괜찮다고 말할수 있을것 같아요.. 외국인들도 많이 오고 또 현지인들도 많이 와서 위화감 없이 녹아들어서 먹을 수 있었던거 같아요... 하겐다즈랑 홍차가 맛있습니다.. 스테이크나 조개탕도 맛있고요.. 괜히 줄서서 들어가는게 아닌거 같아요^^"
Jim Chang,5,朋友請吃飯，否則不會想去的連鎖自助餐廳。然而，完全沒有想到的是，竟然在食材的新鮮程度，整體的口味與服務品質優秀，比較起近兩年前的不良經驗，可說是天壤之別 !!! ⋯⋯更多朋友請吃飯，否則不會想去的連鎖自助餐廳。然而，完全沒有想到的是，竟然在食材的新鮮程度，整體的口味與服務品質優秀，比較起近兩年前的不良經驗，可說是天壤之別 !!!直比斜對面的欣葉自助餐品質，甚至還有比較優的，只能說讓我十分驚豔 !!!
謝忠全,5,(由 Google 提供翻譯) 好吃!(原始評論)好吃!
Chuhua,2,非常貴，但食物實在普通，好吃的沒幾道，尤其是甜點類都是廉價品。比較誇張的是，螃蟹上方有小蚊蠅在飛，品質堪慮。唯一值得稱讚的是服務好。
Kevin林琦峰,4,很棒的約會場所
曾曉玲,4,好吃，用餐時間再長一點就好了
周競斌,4,好貴，但很好吃
雷坤宗,4,還可以，海產類有點少
Sandy Shan,4,會再去！但要等我有錢再說哈哈哈有點太貴，但是是真的不錯
Catherine Lin,1,東西不少，但味道不好，絕不會想再來。
zjz,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
Forever Wind,4,(由 Google 提供翻譯) 2018年7月開始變得很棒麵包蟹 煎幹貝 烤生蠔 羊肋排 和牛壽司都很好吃 …更多(由 Google 提供翻譯) 2018年7月開始變得很棒麵包蟹 煎幹貝 烤生蠔 羊肋排 和牛壽司都很好吃(原始評論)2018年7月開始變得很棒麵包蟹 煎干貝 烤生蠔 羊肋排 和牛壽司都很好吃
奇原吕,3,需要訂位 彩色補充 可以快一點
謝秉芳,4,格局頗歐式風格，飲料有現壓搾柳橙汁很特別
ivy Han,4,菜色多，價格不貴
Frederick Jimenez Alvarado,5,(由 Google 提供翻譯) 精選食物和飲料！(原始評論) …更多(由 Google 提供翻譯) 精選食物和飲料！(原始評論)Great selection of food and drinks!
vivi you,5,中式，西式，日式，熟食點心水果非常豐盛，美好的饗宴
David Chang,4,食物豐富，但品質普通
Kevin Chung,5,菜色豐富美味
Alisha Chou,1,動線規劃不佳，用餐環境過於吵雜，食物不精緻且用料廉價
Sue Liou,5,很滿足，很快樂。
Veny Chen,3,中規中矩。印象深刻的只有現壓柳橙汁機器。
Sheng Li,4,東西合並的自助餐.用餐環境：（4），乾淨清潔，如果有機會應要求有靠窗的位置。 如被安排到中間的位置，則是有如在地下室用餐。服務品質：（5），服務生都很親切有禮 ⋯⋯更多東西合並的自助餐.用餐環境：（4），乾淨清潔，如果有機會應要求有靠窗的位置。 如被安排到中間的位置，則是有如在地下室用餐。服務品質：（5），服務生都很親切有禮餐點風味：（3），選擇眾多。有烤鴨，現煮的湯及時蔬。炸物應有盡有。壽司手捲及生魚片。烤牛肉及羊排。甜點，冰淇淋，咖啡等。 只是缺乏讓人印象深刻的料理。
Kevin Shen,4,上一次吃已經忘了是多久前了～但這次再來到發現，比以前的印象更好多了！座位舒適，食物也多樣且新鮮跟好吃！是可以推薦大家來這用餐聚會的地方！
王小名,5,自助餐式的餐廳，食物樣式，很多可供選擇，除了收費價格高一點以外。
phillis0620,5,餐點還不錯。
Chun-Hsu Pan,5,餐點美味，環境舒適
Chia-yuan Lan,5,(由 Google 提供翻譯) 你必須預訂座位。但這是值得的。(原始評論) …更多(由 Google 提供翻譯) 你必須預訂座位。但這是值得的。(原始評論)You have to reservation seats. But it's worthwhile.
Tony Shih,5,(由 Google 提供翻譯) 聚餐好地方(原始評論)聚餐好地方
Vaneesa Kao,3,空間稍擁擠 唯有靠大窗內的座位舒適些 食物我個人偏向蔬果+ cheese及甜點和超香的伯爵茶 鴨肉粥 烤鴨捲餅是每每必吃一輪；海鮮及熟食.生食部分大至上依5等級來評比 我個人覺得是3.8 其他就看各位口味了😋
InDPRK平壤冷麵,3,漲價了~菜色還是一樣豐富，只是人潮稀少很多。
黃娟娟,4,聚餐的好地方，食物不錯吃，推鴨肉粥
趙士儀,4,蛋糕好吃 素食還有專屬菜單 很感恩
Li chuan Cheng,3,(由 Google 提供翻譯) 普通(原始評論)普通
Rebecca Hung,4,(由 Google 提供翻譯) 好吃 菜色多款😋(原始評論)好吃 菜色多款😋
Elsie HSU,2,動線不好，吃飯有一半時間在排隊，降低了用餐品質。餐點很久才會補，近一小時才吃到炸蝦。
Chih-Hsuan Huang,4,東西頗多，還算好吃
Jasmine Chang,3,菜色多，不常見，貴的菜卻不見得好吃。
Farde Tw,5,適合喜歡生魚片的饕客
獨角仙,2,"生魚片還不錯 海鮮少又不太ok, 牛肉普通 炸物差 水果沒幾樣 甜點還不錯 湯品沒幾樣 不怎麼精緻沒什麼令人難忘的食材 環境和服務還可以 ,重點7月份還會漲價 很簡樸,這價位真的不值得花"
鄭筠潔,4,料好實在
Kelly Cheng,3,食材選擇還是不算太多～
郭孟佳,2,菜色的樣式算多，但是並不精緻，也沒有甚麼特色難忘的料理。如果只要求吃粗飽的話是ok的。
凌小蔓,5,服務不錯餐點也好吃
H-I L,5,很讚
楊志誠,4,會想再來喔！
sina A,4,(由 Google 提供翻譯) 好吃！(原始評論)好吃！
Alan Liao,4,食物都挺好吃的 可能不夠多樣性
李佩珍,3,是一家吃到飽的自助式餐廳，今天來用餐是除夕晚餐，用餐的人很多都客滿了，要先預定才有位置，生魚片很新鮮，炸蝦很好吃😋
陳宗德,1,感覺沒有以往的盛況
貞玉陳,1,吃的東西一點都不優，cp值不高，不推薦，平日中午不願意給客人坐景觀位置，實在太不貼心，怕客人坐太久，  爛得很徹底。
thomas chang,4,菜色價位一樣，覺得桃園新光三越店較優。
機械設計工程系吳承燁,5,品質不錯！餐點品項眾多！ 服務好～
謝再福,2,服務好食品不新鮮 裝的容器不趕緊
韓青蓉,4,價格平實，不錯的用餐體驗
郭慧儀,4,菜色豐富，可是有點擠
anpang,1,12:30候補1到現場等，服務人員也知道我們在旁邊椅子等。等到13:00時候再去詢問櫃檯人員，才說變成確定14:30才有位子了，詢問怎麼不主動通知一下(手機或直接講)，得到回應是「有位子我們才會進行通知」。如果我們沒詢問繼續等，是否就會一直從12:30等到14:30了？
Roger Hung,5,(由 Google 提供翻譯) 很好，很棒。(原始評論)很好，很棒。
Chen Helen,3,跟上次去吃來比，食物少好多，但是是學生謝師宴的優先考慮選項
William Lin,4,好吃的吃到飽餐廳，可惜沒生蠔
紀錦府,1,蝦子和螃蟹表面新鮮卻淡淡的沒味道，顯示曾經退冰多次已無鮮度，價錢比去年上漲食材卻減少很多。
sheng Yu,5,(由 Google 提供翻譯) 好(原始評論)good
Steve Huang,5,下午茶有各種菜色特別是帝王蟹及不錯的牛料理，環境舒適，服務不錯。
草泥猴,2,以前去饗食覺得蠻不錯，但是現在感覺沒以前的好吃，價位也沒便宜，不會特別建議去
R C,4,2018-07-01後開始漲價，目前以此價位得到與飯店自助餐差不多的食材與環境，還算OK。
黃俊卿,3,還可，中等
Jada Lo,5,吃膩了
Shum Peggy,5,平靚正
chingchuan kuo,3,偏裡面用餐空間裝潢太偏暗，讓人覺得有壓迫感
Stella Lee,4,甜點值得期待
Chungren Chang,4,還不錯吃
Mary C,3,以信義區這個價位算不錯了
洪瓜瓜家族,5,還可以，但生蠔不見了！可惜
陳文虎,5,東西多 服務態度好是最重要的 蠻讚的
Russell,3,感覺沒有想像中那麼符合它的價位 飲料跟吃的都有點太普通了
李祥生,4,樣式多，口味好，價位不低
楊士緯,4,(由 Google 提供翻譯) 好吃(原始評論)好吃
Wah Tak Ng,4,價錢抵嘢食多
何靜昀,5,東西好吃精緻
Chieh Tsai,3,晚上七八點去的時候，東西剩很少也沒儘快補。
MAMECO,2,(由 Google 提供翻譯) 肚子餓的時候，最多可以吃兩個盤子。牛排很硬，螃蟹的味道很普通。北京烤鴨幾乎沒有被模仿。我也第一次嘗試了強韌的羔羊肉。有很多類型。吃完壽司和生魚片後，沒什麼可吃的，所以我只喝啤酒。由於桌子非常牢固，因此請注意不要撞到旁邊的人。觀看了韓國女性YouTuber廣播後，我進行了預約。不出所料，我不敢相信韓國的YouTubers和博客。 …更多(由 Google 提供翻譯) 肚子餓的時候，最多可以吃兩個盤子。牛排很硬，螃蟹的味道很普通。北京烤鴨幾乎沒有被模仿。我也第一次嘗試了強韌的羔羊肉。有很多類型。吃完壽司和生魚片後，沒什麼可吃的，所以我只喝啤酒。由於桌子非常牢固，因此請注意不要撞到旁邊的人。觀看了韓國女性YouTuber廣播後，我進行了預約。不出所料，我不敢相信韓國的YouTubers和博客。(原始評論)배고플때가면 두접시까지는 먹을만함. 스테이크는 질기고 게는 그냥 맹물맛. 베이징덕은 겨우 흉내만 냈고. 처음으로 질긴 양고기도 먹어봤음. 종류는 많은데.  초밥이랑 회좀먹고나면 별로 먹을만한게 없어 맥주만 홀짝거리게됨.  테이블이 엄청 붙어있어 옆사람과 부딪힘에 주의해야함. 한국인 여자 유투버 방송보고 예약해서 갔는데. 역시 한국유투버랑 블로거는 믿을게 못되는듯.
DAVlD HU,3,膩了
Joy Lu,4,滿足
Andy Tong,5,很多野食，味道不錯，價錢很便宜！
楊佳雯,5,(由 Google 提供翻譯) 很好吃(原始評論)很好吃
Sojin Hyung,4,甜點不好吃以外都還不錯。
Elvis Chiou,5,甜點很棒，甜度不高，吃了不膩
許修瑋,5,風景好，空間舒適，員工也棒。炒冰師父人很nice
吳彥叡,4,"食材還OK , 啤酒喝到飽！"
林永春,3,食物普通服務還好
許奇傑,2,動線因地方狹長比較不明顯取用
Winnie Liu,1,不會再來這間店，一直不停清理桌面，晚餐可以吃四小時 吃了兩個多小時後 桌上餐具被收個精光，主動詢問:不是還有一個多小時嗎？服務生還是自顧自的繼續收...
kevin lee,4,(由 Google 提供翻譯) 啤酒喝到爽(原始評論)啤酒喝到爽
蔡思毅,4,平日晚上用餐人不會到很多，用餐氣氛佳，餐點的選擇也很多^^ 現在海鮮還有毛蟹！平常要排隊的烤鴨也超快可以吃到~~有推出新吃法：銀芽炒鴨絲四方餅，超好吃！！熟食炸物壽司表現的都不錯，甜點雖然多但是覺得普通Q
林夕,1,蝦不甜，小蛋糕西點很難吃，菜色都沒進步，連最值得開放的景觀都捨不得在中午開放，怕客人坐太久，就一直趕客人，很不舒服。時間都還沒到很不禮貌，下次不考慮了你們，換別家吃，台北多的是自助餐，
Rita Lin,4,"(由 Google 提供翻譯) 適合聚餐自助式有多樣選擇, 前提是要很會吃的才劃得來,而且最近價格又再漲價(原始評論) …更多(由 Google 提供翻譯) 適合聚餐自助式有多樣選擇, 前提是要很會吃的才劃得來,而且最近價格又再漲價(原始評論)適合聚餐自助式有多樣選擇, 前提是要很會吃的才划得來,而且最近價格又再漲價"
Chérie Ashley,3,整間店走古典歐式裝潢，環境典雅精緻用餐空間隔出了好幾區座位，很像是一間間的大包廂 ⋯⋯更多整間店走古典歐式裝潢，環境典雅精緻用餐空間隔出了好幾區座位，很像是一間間的大包廂好吃的就是生牛肉跟烤鴨了！
Harrison Peng,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
夏雪,5,😋聚餐美味食材新鮮～中餐，西餐，日式，異國料理～超多選擇，氣氛佳服務熱忱專業👍👍👍
林永春,4,食物好吃服務很好
王海倫,4,很多食物可以挑選，食材如果能再更好就100分
jack lai,5,壽司有多樣化， 酸梅湯和西瓜原汁非常順口。
KYLE LIN,3,還可以
孫愉翔,4,跟女朋友來慶生吃飯，料理很不錯，烤牛肉和勒排味道鮮美，但壽司就普普，可以推薦大家吃炒冰和莓果蛋糕，整體評價4顆星
Ken Chung,4,(由 Google 提供翻譯) 食物美味，CP值高！(原始評論)食物美味，CP值高！
Paoyuan Wang,5,料好味美選擇多
怡婷王,4,廁所髒臭
江淑慧,2,去過2次。第一次去。很冷。沙發有小強。很不舒服。第二次去。也很冷。服務員有幫換位。所以就還好。服務生人很親切。
智勝陳,4,吃到飽的首選，主攻生魚片、骰子牛，其實烤柳葉魚很好吃，雖然它是便宜貨，但真的好吃。
鄭智和,4,為自助式吃到飽餐廳，菜色種類多樣化，部分料理精緻可口，菜色補充亦很快，服務人員親切。
jim liu,3,東西豐富，就是服務員的態度有待加強
Diana Yen,5,哇！那當然好吃的呀！除了巴費餐讚，其餘的飲料，茶品也很棒棒，下次還要再去^^
舜子Steve,3,食材好新鮮，甜點精緻多樣。吃到飽的好選擇。啤酒也很多。吃的很累很撐很傷身。
好人PP,5,停車ok 值得！
張玉美,3,讚！
Wenhwa H.,5,視覺最好，花園餐廳。
Media Pool,5,很不錯
申玉蘭,4,"(由 Google 提供翻譯) 很好，包括食物和環境！(原始評論) …更多(由 Google 提供翻譯) 很好，包括食物和環境！(原始評論)Very  good,including    food    and   environment    !"
Alice Lin,1,服務人員前來告知用餐時間還有30分，然後就把餐具收走，連離開座位的人桌上還沒吃完的食物飲料都收走....剩下的30分只能用看的意思嗎？！
Richard Leupold,5,(由 Google 提供翻譯) 豐富的報價(原始評論)Reichhaltiges Angebot
Amy Wang,5,目前還是吃到飽指標，菜色多元，不怕人吃，可以使用旅展餐卷喔
wei-ching chang,3,平日下午茶，人普通多，就有遇到缺杯子（等了5分鐘）及甜點巧克力吃完的情況，應該有再進步的空間⋯⋯
Google帳戶,3,CP值不高，菜色不多，沒有非常好吃動線不佳，離峰時段去還好，但尖峰時段去的話就會人擠人
jeeho kim,4,(由 Google 提供翻譯) 食物質量不錯但是有點貴(原始評論)음식 퀄리티가 좋음 하지만 좀 비쌈
劉柱炫,4,(由 Google 提供翻譯) 很好(原始評論)很好
鄭景中MARTIN CHENG,4,環境優 服務好 菜色多 品質佳 口味良！
Lo Hp,5,(由 Google 提供翻譯) 地方大。食物多(原始評論)地方大。食物多
zheng mei hua,4,"多樣精緻美食供選擇,用餐環境整潔，服務態度佳，價位合理！"
Ming ze,3,中西合併的Buffet，環境服務都不錯。價位中上，喜歡吃肉可以來這裡吃個過癮，但味道尚可，水產類不推
Amber Peng,5,這價位的buffet ~滿足了
Lee Jin-Koo,4,"(由 Google 提供翻譯) 自助餐廳。我認為最好保留一下以減少等待。食物中等大小，包括海鮮，壽司和其他當地食物。晚餐價格為每位成人約30,000韓元。(原始評論) …更多(由 Google 提供翻譯) 自助餐廳。我認為最好保留一下以減少等待。食物中等大小，包括海鮮，壽司和其他當地食物。晚餐價格為每位成人約30,000韓元。(原始評論)뷔페식 식당. 예약을 하는 편이 기다림을 줄일수 있어 좋을 것 같음. 중규모로 음식은 해산물과 스시,  그 외 로컬음식들이 나옴. 가격은 저녁 성인 기준으로 삼만원대정도."
曾文鈺,5,生魚片新鮮
Starmark Lin,2,今天去吃下午茶，完全打壞我對饗食天堂的印象，蒸海瓜子吃到4顆有沙、燙白蝦一半煮太老、鮭魚生魚片是白色的、燒賣涼掉有海鮮腥味......只有服務還不錯，我不確定是否所以的饗食天堂都變差了，但是我肯定不會再來信義店！
毛克利,5,豐富多樣的菜色，很好吃，蛤蜊清湯大顆且味道非常好～窗邊景色也很美
川流資訊網頁設計公司,5,各項食材都很有水準，值得。
雨蝶,4,"裝潢舒適乾淨,食材新鮮好吃~"
chjohnsontw lu,5,菜色多樣美味
Catherine Catjeff,5,(由 Google 提供翻譯) 款式好多。 。 。(原始評論)款式好多。。。
Chen Lisa,4,(由 Google 提供翻譯) 多人聚餐的好地方(原始評論)多人聚餐的好地方
uuui SYH,3,吃過數次的經驗，覺得菜色不上不下，沒什麼變化..海鮮不大新鮮，飲料的部分蠻用心的，整體來說覺得吃吃下午茶就可以了~
louis99032006,3,還好
李升,1,有頭髮
沉重,1,昨天去吃到壞掉的牛肉，明顯有異味，肉質也變的像水煮，跟服務人員反應，請主管來處理，直接就說那是我們的香料味道，後來再回廚房確認，又說主廚表示那個肉冷掉有點變質了，然後煎一份全熟的來給我們，沒有要要求什麼，只是那種吃半生熟的食物可以這樣拿來亂講嗎？
Bubble Tea,5,C/P 值很高，信義區讓我最滿意的 buffet
LAl s-C,3,食物好、新鮮、服務員差、吾值得去、限時兩小時用餐、
Chloe Huang,4,1.開在台北菜色跟服務有提升2.環境好交通便利兩點 我給4星~~
Ying Chen,2,食材、甜點都很普通，牛肉跟豬勒排完全咬不動（本身有戴牙套，但同行的友人也咬不斷），用餐一個小時就不知道可以吃什麼了...，目前不列入下次用餐的選項。
章章魚,3,今年過年的食材午餐的部分非常的普通
hm Kim,5,(由 Google 提供翻譯) 它是豪華的，整體美味。生魚片也很新鮮，牛排和烤牛肉真的很好。點心很美味，所有日本天婦羅都新鮮可口。飲料免費提供蜂蜜啤酒或芒果啤酒。價格大約是800TWD，很便宜。價格相當豪華，種類很多。甜點也很豪華！輸入時，您要排隊輸入，但這是在固定時間輸入的一種方式。就像我排隊愛寶樂園哈哈 …更多(由 Google 提供翻譯) 它是豪華的，整體美味。生魚片也很新鮮，牛排和烤牛肉真的很好。點心很美味，所有日本天婦羅都新鮮可口。飲料免費提供蜂蜜啤酒或芒果啤酒。價格大約是800TWD，很便宜。價格相當豪華，種類很多。甜點也很豪華！輸入時，您要排隊輸入，但這是在固定時間輸入的一種方式。就像我排隊愛寶樂園哈哈(原始評論)고급스럽고 전반적으로 다 맛있는편입니다. 회도 싱싱하고 스테이크와 로스트비프는 정말 맛있었어요. 딤섬도 맛있고 일본식 튀김종류 모두 신선하고 맛있었습니다. 음료로 허니맥주나 망고맥주가 공짜입니다. 가격은 대략 800TWD로 저렴했습니다. 가격에비해 상당히 고급스럽고 종류도 많아요.디저트도 상당히 고급스럽습니다! 들어갈때 줄을 서서 들어가는데 정해진시간에 입장하는 방식이에요. 마치 에버랜드 줄서는 것 같아요 ㅎㅎ
Frank Chang,4,選擇性相當多的自助餐，人氣指數很高，最好先訂位，尤其是下午茶。
吳漢堡,4,第一次吃饗食大致不錯，聽友人說菜色是饗食中比較沒那麼豐富的。
enjoy519,5,氣氛好 食物選擇多 服務佳
S H,4,場地及服務都不錯!
Alexandra Yang,3,餐點種類比桃園中壢的少很多
